,#,"Country,Other",Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population
39,39,Romania,2022-04-25,2888639,321,65428,1,2606660,0,216551,221,151993,3443.0,22601950,1189262,19005028
40,40,Sweden,2022-04-25,2498388,0,18656,0,2465572,1151,14160,19,244617,1827.0,18493218,1810672,10213458
41,41,Iraq,2022-04-25,2324384,161,25207,2,2296548,278,2629,27,55530,602.0,18457500,440950,41858482
42,42,Serbia,2022-04-25,2002353,699,15960,4,1969132,0,17261,30,230857,1840.0,9439734,1088334,8673560
43,43,Bangladesh,2022-04-25,1952583,27,29127,0,1893759,299,29697,1297,11646,174.0,13968195,83310,167664530
44,44,Hungary,2022-04-25,1894278,3325,46101,53,1788191,11574,59986,40,196995,4794.0,11315178,1176718,9615875
45,45,Slovakia,2022-04-25,1775178,370,19852,13,1731726,1014,23600,88,324860,3633.0,7059789,1291952,5464437
46,46,Jordan,2022-04-25,1694216,0,14048,0,1678941,0,1227,124,163112,1352.0,16670254,1604946,10386802
47,47,Georgia,2022-04-25,1654313,58,16800,0,1636004,213,1509,0,416150,4226.0,16811448,4228994,3975283
48,48,Pakistan,2022-04-25,1527956,100,30369,0,1494141,143,3446,187,6682,133.0,28066952,122741,228667501
49,49,Ireland,2022-04-25,1512812,1058,7016,20,1423678,7729,82118,43,300292,1393.0,12033762,2388695,5037798
50,50,Norway,2022-04-25,1424180,551,2871,0,0,0,0,20,259031,522.0,11002430,2001130,5498109
51,51,Kazakhstan,2022-04-25,1305465,8,13660,0,1290997,9,808,24,68050,712.0,11575012,603370,19183944
52,52,Hong Kong,2022-04-25,1202291,431,9267,18,0,0,0,115,158045,1218.0,44972952,5911837,7607272
53,53,Singapore,2022-04-25,1184226,2058,1331,6,1115829,3067,67066,7,199574,224.0,23712995,3996275,5933774
54,54,Morocco,2022-04-25,1164717,17,16066,1,1148272,47,379,293,30891,426.0,11237010,298034,37703827
55,55,Bulgaria,2022-04-25,1153506,377,36856,2,960286,693,156364,108,168306,5378.0,9803875,1430467,6853618
56,56,Croatia,2022-04-25,1117822,87,15790,8,1098112,664,3920,24,275368,3890.0,4766333,1174156,4059368
57,57,Cuba,2022-04-25,1101968,237,8525,0,1092199,298,1244,23,97398,753.0,12920253,1141962,11314080
58,58,Lebanon,2022-04-25,1096462,56,10378,3,1079455,0,6629,186,161958,1533.0,4795578,708354,6770027
59,59,Lithuania,2022-04-25,1054881,261,9077,11,1017372,869,28432,31,397552,3421.0,8219492,3097672,2653442
60,60,Tunisia,2022-04-25,1039532,0,28533,0,0,0,0,29,86319,2369.0,4563397,378930,12042858
61,61,Slovenia,2022-04-25,1004836,364,6582,4,981840,540,16414,30,483221,3165.0,2641294,1270185,2079456
62,62,Finland,2022-04-25,1000472,0,3638,0,46000,0,950834,31,180060,655.0,10644579,1915758,5556328
63,63,Nepal,2022-04-25,978762,19,11951,0,966540,17,271,0,32531,397.0,5620394,186806,30086842
64,64,Belarus,2022-04-25,977962,149,6928,2,928536,0,42498,0,103557,734.0,13108317,1388051,9443687
65,65,Bolivia,2022-04-25,904479,33,21908,0,855804,316,26767,220,75614,1832.0,2693845,225205,11961722
66,66,UAE,2022-04-25,897351,215,2302,0,880145,358,14904,0,88784,228.0,154699849,15306095,10107075
67,67,Uruguay,2022-04-25,895775,0,7197,0,886654,0,1924,18,256261,2059.0,6091188,1742550,3495560
68,68,New Zealand,2022-04-25,890039,5750,644,8,830557,6285,58838,0,177933,129.0,6983031,1396020,5002100
69,69,Ecuador,2022-04-25,868285,0,35581,0,0,0,0,759,47895,1963.0,2470170,136257,18128779
70,70,Costa Rica,2022-04-25,851363,342,8404,2,832409,543,10550,43,164404,1623.0,4240743,818919,5178467
71,71,Guatemala,2022-04-25,842653,81,17525,5,822744,203,2384,5,45509,946.0,4417854,238592,18516348
72,72,Latvia,2022-04-25,817439,123,5744,1,803310,175,8385,9,442242,3108.0,7155876,3871398,1848396
73,73,Azerbaijan,2022-04-25,792496,0,9707,0,782646,0,143,0,76905,942.0,6794952,659391,10304893
74,74,Panama,2022-04-25,772086,267,8182,0,760466,267,3438,8,173975,1844.0,5835793,1314987,4437910
75,75,Saudi Arabia,2022-04-25,753526,109,9079,1,740871,199,3576,43,21050,254.0,41838185,1168768,35796840
76,76,Sri Lanka,2022-04-25,663195,64,16502,0,646109,3535,584,0,30738,765.0,6486117,300616,21576057
77,77,Paraguay,2022-04-25,649034,0,18795,0,624673,0,5566,5,89014,2578.0,2623300,359780,7291397
78,78,Kuwait,2022-04-25,631294,0,2555,0,627899,0,840,8,143964,583.0,7999656,1824290,4385079
79,79,Myanmar,2022-04-25,612770,21,19434,0,591666,33,1670,0,11127,353.0,7907676,143590,55071224
80,80,Palestine,2022-04-25,581940,0,5353,0,576242,0,345,17,109462,1007.0,3078533,579068,5316355
81,81,Dominican Republic,2022-04-25,579114,0,4376,0,574446,0,292,14,52431,396.0,3265645,295663,11045164
82,82,Estonia,2022-04-25,570402,145,2533,2,507736,262,60133,4,429470,1907.0,3313522,2494835,1328153
83,83,Bahrain,2022-04-25,566679,407,1475,0,561648,427,3556,1,313302,815.0,9703058,5364561,1808733
84,84,Venezuela,2022-04-25,522234,58,5706,0,515537,74,991,230,18460,202.0,3359014,118736,28289854
85,85,Moldova,2022-04-25,516986,0,11489,0,504142,0,1355,49,128701,2860.0,3216305,800681,4016964
86,86,Egypt,2022-04-25,515645,0,24613,0,442182,0,48850,122,4872,233.0,3693367,34898,105833319
87,87,Libya,2022-04-25,501904,0,6430,0,490973,0,4501,101,71286,913.0,2477219,351842,7040705
88,88,Cyprus,2022-04-25,470481,0,1011,0,124370,0,345100,60,384601,826.0,9477138,7747209,1223297
89,89,Ethiopia,2022-04-25,470442,8,7510,0,454975,8,7957,15,3916,63.0,4768333,39695,120124639
90,90,Mongolia,2022-04-25,469595,15,2177,0,313256,0,154162,192,139180,645.0,4030048,1194441,3374002
91,91,Armenia,2022-04-25,422828,3,8622,0,410571,13,3635,0,142209,2900.0,3037290,1021526,2973286
92,92,Honduras,2022-04-25,422275,0,10892,0,131100,0,280283,105,41439,1069.0,1263329,123975,10190206
93,93,Oman,2022-04-25,389074,21,4258,1,384172,27,644,4,72833,797.0,25000000,4679893,5342003
94,94,Bosnia and Herzegovina,2022-04-25,376841,77,15762,4,192218,0,168861,0,116172,4859.0,1754925,541005,3243821
95,95,Réunion,2022-04-25,374295,0,742,0,355605,0,17948,10,412720,818.0,1603660,1768291,906898
96,96,Qatar,2022-04-25,364300,113,677,0,362776,102,847,2,129745,241.0,3426742,1220434,2807805
97,97,Kenya,2022-04-25,323718,9,5649,0,317919,10,150,0,5789,101.0,3586406,64137,55918167
98,98,Zambia,2022-04-25,319316,332,3976,2,314524,449,816,0,16530,206.0,3416956,176889,19316962
99,99,North Macedonia,2022-04-25,309208,146,9276,5,299302,238,630,0,148428,4453.0,2011275,965465,2083219
100,100,Botswana,2022-04-25,305859,0,2688,0,303026,0,145,1,125470,1103.0,2026898,831481,2437697
101,101,Albania,2022-04-25,274834,6,3496,0,270916,23,422,2,95691,1217.0,1800323,626832,2872099
102,102,Algeria,2022-04-25,265771,4,6875,0,178349,3,80547,6,5869,152.0,230861,5098,45286524
103,103,Nigeria,2022-04-25,255685,0,3143,0,249890,0,2652,11,1187,15.0,5036813,23384,215399392
104,104,Zimbabwe,2022-04-25,247598,44,5468,0,241460,34,670,12,16230,358.0,2243803,147084,15255204
105,105,Uzbekistan,2022-04-25,238503,34,1637,0,236515,32,351,23,6944,48.0,1377915,40116,34348650
106,106,Luxembourg,2022-04-25,235276,1310,1062,4,224212,2711,10002,1,365085,1648.0,4217884,6545027,644441
107,107,Montenegro,2022-04-25,234760,53,2713,0,231409,33,638,6,373697,4319.0,2446294,3894070,628210
108,108,Mozambique,2022-04-25,225366,1,2201,0,223106,2,59,13,6862,67.0,1310291,39896,32842294
109,109,Laos,2022-04-25,205499,229,734,2,7660,0,197105,0,27521,98.0,1232128,165010,7466975
110,110,Kyrgyzstan,2022-04-25,200990,7,2991,0,196386,0,1613,131,29912,445.0,1907195,283837,6719339
111,111,Iceland,2022-04-25,185254,32,114,0,75685,0,109455,0,536565,330.0,1953616,5658407,345259
112,112,Maldives,2022-04-25,179171,288,298,0,163687,0,15186,25,321208,534.0,2213831,3968840,557803
113,113,Afghanistan,2022-04-25,178745,56,7683,1,161790,42,9272,1124,4412,190.0,941314,23232,40517414
114,114,Uganda,2022-04-25,164069,0,3596,0,100205,0,60268,2,3393,74.0,2612795,54030,48358437
115,115,El Salvador,2022-04-25,162089,0,4128,1,150662,0,7299,8,24763,631.0,1950448,297981,6545552
116,116,Ghana,2022-04-25,161157,33,1445,0,159669,14,43,1,4997,45.0,2434977,75506,32248654
117,117,Namibia,2022-04-25,158379,21,4025,0,153662,0,692,0,60350,1534.0,1002457,381987,2624324
118,118,Martinique,2022-04-25,151358,0,922,0,104,0,150332,8,403905,2460.0,828928,2212026,374737
119,119,Trinidad and Tobago,2022-04-25,145021,458,3816,3,134078,244,7127,18,103019,2711.0,697725,495647,1407706
120,120,Brunei ,2022-04-25,141269,150,218,0,140052,170,999,0,317405,490.0,717784,1612726,445075
121,121,Guadeloupe,2022-04-25,140130,0,854,0,2250,0,137026,19,350108,2134.0,938039,2343644,400248
122,122,Cambodia,2022-04-25,136228,12,3056,0,132945,24,227,0,7949,178.0,2946965,171950,17138485
123,123,Rwanda,2022-04-25,129767,0,1458,0,45522,0,82787,0,9588,108.0,5233320,386676,13534118
124,124,Jamaica,2022-04-25,129632,70,2948,0,83068,62,43616,0,43434,988.0,987440,330845,2984604
125,125,Cameroon,2022-04-25,119780,0,1927,0,117791,0,62,13,4317,69.0,1751774,63142,27743456
126,126,Angola,2022-04-25,99194,0,1900,0,97149,0,145,0,2857,55.0,1499795,43198,34718761
127,127,Malta,2022-04-25,90773,178,692,4,85151,505,4930,4,204593,1560.0,1874109,4224058,443675
128,128,DRC,2022-04-25,87023,0,1337,0,50930,0,34756,0,921,14.0,846704,8960,94495223
129,129,Senegal,2022-04-25,85989,1,1967,0,84006,2,16,0,4901,112.0,1065534,60736,17543574
130,130,Malawi,2022-04-25,85747,0,2633,0,81938,0,1176,67,4282,131.0,571585,28542,20025820
131,131,Ivory Coast,2022-04-25,81898,11,799,0,81073,12,26,0,2971,29.0,1496066,54280,27562125
132,132,French Guiana,2022-04-25,80422,0,394,0,11254,0,68774,1,257176,1260.0,622646,1991116,312712
133,133,Suriname,2022-04-25,79302,0,1327,0,49396,0,28579,0,133021,2226.0,235824,395570,596163
134,134,Channel Islands,2022-04-25,73776,167,167,1,72350,291,1259,0,417358,945.0,1252808,7087261,176769
135,135,French Polynesia,2022-04-25,72678,30,648,0,0,0,0,7,256041,2283.0,0,0,283853
136,136,Eswatini,2022-04-25,70303,9,1397,0,68813,25,93,11,59481,1182.0,1013012,857071,1181946
137,137,Barbados,2022-04-25,67934,323,390,1,64319,358,3225,0,235871,1354.0,642390,2230420,288013
138,138,Fiji,2022-04-25,64535,2,862,0,62690,6,983,0,71056,949.0,506984,558215,908224
139,139,Madagascar,2022-04-25,64152,0,1391,0,59370,0,3391,14,2214,48.0,422372,14574,28981167
140,140,Guyana,2022-04-25,63420,4,1228,0,62112,7,80,1,79931,1548.0,591338,745289,793434
141,141,Sudan,2022-04-25,62093,0,4930,0,0,0,0,0,1359,108.0,562941,12317,45704894
142,142,Taiwan,2022-04-25,61683,5218,856,0,24010,281,36817,0,2581,36.0,14343527,600275,23894942
143,143,New Caledonia,2022-04-25,60457,0,312,0,60064,0,81,9,208132,1074.0,98964,340697,290475
144,144,Mauritania,2022-04-25,58685,2,982,0,57694,1,9,0,12047,202.0,800513,164338,4871149
145,145,Bhutan,2022-04-25,57909,138,20,0,54567,1487,3322,3,73581,25.0,2287623,2906712,787014
146,146,Belize,2022-04-25,57454,35,676,0,56562,28,216,6,139888,1646.0,536698,1306744,410714
147,147,Cabo Verde,2022-04-25,56008,4,401,0,55541,3,66,23,98791,707.0,400982,707278,566937
148,148,Syria,2022-04-25,55799,2,3150,0,52111,10,538,0,3054,172.0,146269,8005,18271174
149,149,Gabon,2022-04-25,47597,0,303,0,47282,0,12,0,20508,131.0,1592483,686143,2320921
150,150,Papua New Guinea,2022-04-25,43732,0,649,0,43025,0,58,7,4726,70.0,249149,26923,9254257
151,151,Seychelles,2022-04-25,42079,0,165,0,41260,0,654,0,423113,1659.0,0,0,99451
152,152,Curaçao,2022-04-25,41966,0,273,0,41251,0,442,3,253862,1651.0,496693,3004616,165310
153,153,Andorra,2022-04-25,41013,0,153,0,40343,0,517,14,529275,1974.0,249838,3224174,77489
154,154,Burundi,2022-04-25,39144,0,38,0,773,0,38333,0,3123,3.0,345742,27588,12532506
155,155,Mauritius,2022-04-25,37544,12,990,0,35738,82,816,0,29433,776.0,358675,281183,1275595
156,156,Mayotte,2022-04-25,37038,0,187,0,2964,0,33887,0,130074,657.0,176919,621324,284745
157,157,Togo,2022-04-25,36979,2,273,0,36688,9,18,0,4285,32.0,728536,84415,8630398
158,158,Guinea,2022-04-25,36459,0,440,0,35976,0,43,8,2646,32.0,660107,47909,13778348
159,159,Faeroe Islands,2022-04-25,34658,0,28,0,7693,0,26937,5,704431,569.0,778000,15813008,49200
160,160,Aruba,2022-04-25,34589,0,212,0,34251,0,126,2,321495,1970.0,177885,1653391,107588
161,161,Tanzania,2022-04-25,33864,0,803,0,0,0,0,7,539,13.0,0,0,62817445
162,162,Bahamas,2022-04-25,33488,5,789,0,32315,5,384,11,83708,1972.0,229817,574459,400058
163,163,Lesotho,2022-04-25,32910,0,697,0,24155,0,8058,0,15145,321.0,431221,198441,2173043
164,164,Mali,2022-04-25,30752,12,731,0,29828,15,193,0,1443,34.0,664653,31193,21307810
165,165,Haiti,2022-04-25,30640,0,835,0,29389,0,416,0,2629,72.0,132422,11362,11654566
166,166,Isle of Man,2022-04-25,28416,0,87,0,26794,0,1535,0,331000,1013.0,150753,1756025,85849
167,167,Benin,2022-04-25,26952,0,163,0,25506,0,1283,5,2122,13.0,604310,47588,12698671
168,168,Somalia,2022-04-25,26485,0,1350,0,13182,0,11953,0,1586,81.0,400466,23985,16696753
169,169,Congo,2022-04-25,24079,0,385,0,20178,0,3516,0,4177,67.0,347815,60340,5764250
170,170,Saint Lucia,2022-04-25,23285,46,368,0,22765,29,152,1,125764,1988.0,142871,771654,185149
171,171,Timor-Leste,2022-04-25,22860,0,130,0,22714,0,16,0,16760,95.0,261459,191690,1363967
172,172,Cayman Islands,2022-04-25,21755,0,26,0,8553,0,13176,1,324116,387.0,222773,3318976,67121
173,173,Burkina Faso,2022-04-25,20853,0,382,0,20439,0,32,0,950,17.0,248995,11348,21942002
174,174,Nicaragua,2022-04-25,18491,0,225,0,4225,0,14041,0,2732,33.0,0,0,6767463
175,175,Gibraltar,2022-04-25,17706,0,102,0,16579,0,1025,0,525822,3029.0,534283,15866807,33673
176,176,South Sudan,2022-04-25,17443,21,138,0,13514,0,3791,1,1526,12.0,378620,33120,11431684
177,178,Liechtenstein,2022-04-25,17105,2,85,0,16873,42,147,0,446303,2218.0,102174,2665919,38326
178,179,San Marino,2022-04-25,16186,46,114,0,15702,40,370,4,475220,3347.0,149271,4382590,34060
179,180,Equatorial Guinea,2022-04-25,15907,0,183,0,15698,0,26,5,10701,123.0,310972,209198,1486499
180,181,Djibouti,2022-04-25,15611,0,189,0,15411,0,11,0,15395,186.0,303924,299713,1014049
181,182,CAR,2022-04-25,14649,0,113,0,6859,0,7677,2,2940,23.0,81294,16318,4982002
182,183,Grenada,2022-04-25,14428,0,220,0,13945,0,263,4,127155,1939.0,148567,1309330,113468
183,184,Solomon Islands,2022-04-25,14182,0,140,0,12763,0,1279,2,19768,195.0,5117,7133,717413
184,185,Bermuda,2022-04-25,13143,0,131,0,12719,0,293,0,212460,2118.0,866313,14004187,61861
185,186,Dominica,2022-04-25,12011,0,63,0,11926,0,22,0,166104,871.0,187690,2595630,72310
186,187,Gambia,2022-04-25,11995,0,365,0,11591,0,39,0,4723,144.0,155686,61301,2539702
187,188,Greenland,2022-04-25,11971,0,21,0,2761,0,9189,4,210206,369.0,164926,2896030,56949
188,189,Yemen,2022-04-25,11818,0,2149,0,9009,0,660,23,381,69.0,265253,8552,31016634
189,190,Monaco,2022-04-25,11632,27,54,0,11464,68,114,4,292658,1359.0,54960,1382781,39746
190,191,Saint Martin,2022-04-25,10279,0,63,0,1399,0,8817,7,257871,1580.0,112382,2819347,39861
191,192,Sint Maarten,2022-04-25,10018,16,86,0,9859,9,73,10,228936,1965.0,62056,1418131,43759
192,193,Tonga,2022-04-25,9799,102,11,0,8427,121,1361,0,90843,102.0,408213,3784410,107867
193,194,Eritrea,2022-04-25,9733,0,103,0,9629,0,1,0,2677,28.0,23693,6517,3635414
194,195,Caribbean Netherlands,2022-04-25,9711,119,34,0,9579,187,98,0,364185,1275.0,30126,1129796,26665
195,196,Niger,2022-04-25,8916,2,309,0,8508,0,99,1,346,12.0,249437,9670,25794115
196,197,Guinea-Bissau,2022-04-25,8186,1,171,0,7528,13,487,6,3989,83.0,133360,64981,2052305
197,198,Comoros,2022-04-25,8100,0,160,0,7933,0,7,0,8968,177.0,0,0,903178
198,199,Sierra Leone,2022-04-25,7681,0,125,0,0,0,0,0,929,15.0,259958,31430,8271035
199,200,Antigua and Barbuda,2022-04-25,7571,0,135,0,7402,0,34,1,76168,1358.0,18901,190153,99399
200,201,Liberia,2022-04-25,7432,0,294,0,5747,0,1391,2,1409,56.0,139824,26516,5273137
201,202,Chad,2022-04-25,7411,15,193,0,4874,0,2344,0,429,11.0,191341,11073,17279986
202,203,Samoa,2022-04-25,7185,0,13,0,1605,0,5567,3,35781,65.0,53893,268385,200805
203,204,Vanuatu,2022-04-25,6864,9,13,1,6405,21,446,5,21440,41.0,24976,78012,320154
204,205,St. Vincent Grenadines,2022-04-25,6779,0,106,0,6641,0,32,0,60755,950.0,98860,886009,111579
205,206,British Virgin Islands,2022-04-25,6296,0,62,0,0,0,0,1,205779,2026.0,102862,3361943,30596
206,207,Sao Tome and Principe,2022-04-25,5957,4,73,0,5880,5,4,0,26296,322.0,29036,128173,226537
207,208,Turks and Caicos,2022-04-25,5941,0,36,0,5862,0,43,4,149772,908.0,478593,12065268,39667
208,209,Saint Kitts and Nevis,2022-04-25,5562,1,43,0,5518,1,1,0,103227,798.0,65141,1208979,53881
209,210,Cook Islands,2022-04-25,4727,0,1,1,3990,0,736,0,268686,57.0,15740,894674,17593
210,211,St. Barth,2022-04-25,4432,0,6,0,0,0,0,0,446234,604.0,78646,7918445,9932
211,212,Palau,2022-04-25,4396,0,6,0,3879,0,511,1,240877,329.0,45500,2493151,18250
212,213,Kiribati,2022-04-25,3080,4,13,0,2599,2,468,3,25087,106.0,0,0,122772
213,214,Anguilla,2022-04-25,2731,0,9,0,2716,0,6,4,179129,590.0,51382,3370195,15246
214,215,Saint Pierre Miquelon,2022-04-25,2641,0,1,0,2449,0,191,1,459864,174.0,22941,3994602,5743
215,217,Wallis and Futuna,2022-04-25,454,0,7,0,438,0,9,0,41720,643.0,20508,1884580,10882
216,218,Montserrat,2022-04-25,207,18,2,0,174,0,31,0,41425,400.0,9716,1944367,4997
217,219,Falkland Islands,2022-04-25,128,0,0,0,0,0,0,0,34934,0.0,8632,2355895,3664
218,222,Marshall Islands,2022-04-25,17,2,0,0,7,0,10,0,284,0.0,0,0,59914
219,225,Niue,2022-04-25,8,0,0,0,7,0,1,0,4860,0.0,0,0,1646
220,226,Micronesia,2022-04-25,3,2,0,0,1,0,2,0,26,0.0,0,0,117209
