,#,"Country,Other",Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population
29,29,Czechia,2022-04-28,3900450,2034,40120,8,3842939,1139,17391,42,362998,3734.0,55157290,5133243,10745115
30,30,Portugal,2022-04-28,3791744,0,22162,0,0,0,0,61,373842,2185.0,41113089,4053490,10142640
31,31,South Africa,2022-04-28,3776298,6371,100351,3,3638087,2658,37860,175,62245,1654.0,24400471,402193,60668605
32,32,Canada,2022-04-28,3725773,11646,39007,106,3444570,4077,242196,471,97167,1017.0,60778047,1585073,38344014
33,33,Philippines,2022-04-28,3685029,195,60215,20,3614238,1178,10576,289,32834,537.0,29495310,262803,112233503
34,34,Switzerland,2022-04-28,3602489,0,13836,0,3419641,0,169012,87,410786,1578.0,20767523,2368090,8769737
35,35,Peru,2022-04-28,3563151,851,212778,9,0,0,0,350,105396,6294.0,29738803,879661,33807126
36,36,Chile,2022-04-28,3551383,2056,57468,81,3397673,4452,96242,255,182923,2960.0,36856295,1898376,19414647
37,37,Greece,2022-04-28,3302382,11487,29022,46,3195503,8180,77857,267,319674,2809.0,79332875,7679503,10330470
38,38,Denmark,2022-04-28,2963337,1099,6125,9,2937000,2107,20212,13,508352,1051.0,127185788,21818360,5829301
39,39,Romania,2022-04-28,2890827,1464,65456,26,2606660,0,218711,212,152114,3444.0,22641009,1191360,19004331
40,40,Sweden,2022-04-28,2500917,425,18739,0,2466329,757,15849,19,244857,1835.0,18493218,1810611,10213801
41,41,Iraq,2022-04-28,2324699,168,25208,0,2297063,239,2428,20,55531,602.0,18466576,441115,41863426
42,42,Serbia,2022-04-28,2004255,921,15976,7,1972747,951,15532,26,231081,1842.0,9461757,1090898,8673369
43,43,Bangladesh,2022-04-28,1952625,23,29127,0,1894457,334,29041,1297,11645,174.0,13978152,83365,167673489
44,44,Hungary,2022-04-28,1897897,2220,46162,29,1797144,4528,54591,38,197374,4801.0,11324260,1177679,9615741
45,45,Slovakia,2022-04-28,1777971,1395,19873,11,1737255,2528,20843,70,325370,3637.0,7074245,1294594,5464452
46,46,Jordan,2022-04-28,1694216,0,14048,0,1678941,0,1227,124,163104,1352.0,16670254,1604860,10387355
47,47,Georgia,2022-04-28,1654665,290,16802,2,1636188,80,1675,0,416243,4227.0,16840700,4236397,3975241
48,48,Pakistan,2022-04-28,1528178,117,30371,2,1494141,0,3666,145,6682,133.0,28102380,122884,228690978
49,49,Ireland,2022-04-28,1515005,970,7054,26,1435849,5251,72102,38,300710,1400.0,12049432,2391662,5038099
50,50,Norway,2022-04-28,1425079,407,2932,0,0,0,0,20,259183,533.0,11002430,2001045,5498341
51,51,Kazakhstan,2022-04-28,1305489,16,13660,0,1291030,21,799,24,68047,712.0,11575012,603331,19185171
52,52,Hong Kong,2022-04-28,1203068,430,9282,8,0,0,0,115,158140,1220.0,44972952,5911579,7607604
53,53,Singapore,2022-04-28,1190560,2646,1334,1,1120059,2115,69167,8,200633,225.0,23712995,3996106,5934026
54,54,Morocco,2022-04-28,1164825,51,16068,2,1148348,38,409,293,30892,426.0,11237010,298015,37706217
55,55,Bulgaria,2022-04-28,1155387,741,36887,8,970592,5349,147908,97,168588,5382.0,9825462,1433676,6853334
56,56,Croatia,2022-04-28,1119916,1390,15808,7,1098860,264,5248,24,275894,3894.0,4776342,1176662,4059231
57,57,Cuba,2022-04-28,1102355,191,8525,0,1092750,229,1080,23,97432,753.0,12920253,1141966,11314043
58,58,Lebanon,2022-04-28,1096648,118,10381,1,1080710,309,5557,186,161990,1533.0,4795578,708372,6769861
59,59,Lithuania,2022-04-28,1056499,842,9080,2,1020386,1210,27033,25,398193,3422.0,8232789,3102924,2653236
60,60,Tunisia,2022-04-28,1040193,0,28550,0,0,0,0,29,86369,2371.0,4572976,379704,12043534
61,61,Slovenia,2022-04-28,1007542,1139,6587,2,986125,1616,14830,29,484521,3168.0,2643589,1271288,2079458
62,62,Finland,2022-04-28,1000472,0,3638,0,46000,0,950834,31,180058,655.0,10644579,1915742,5556375
63,63,Nepal,2022-04-28,978778,8,11951,0,966575,17,252,0,32529,397.0,5628577,187060,30089710
64,64,Belarus,2022-04-28,978773,656,6936,5,928536,0,43301,0,103643,734.0,13123162,1389625,9443670
65,65,New Zealand,2022-04-28,906397,9902,671,22,850135,11272,55591,0,181203,134.0,6989903,1397394,5002100
66,66,Bolivia,2022-04-28,904657,81,21909,1,856941,610,25807,220,75624,1831.0,2699040,225623,11962592
67,67,UAE,2022-04-28,897770,212,2302,0,880814,333,14654,0,88820,228.0,155155472,15350184,10107727
68,68,Uruguay,2022-04-28,895775,0,7197,0,886654,0,1924,18,256256,2059.0,6091188,1742517,3495626
69,69,Ecuador,2022-04-28,868836,266,35584,3,0,0,0,759,47922,1963.0,2470170,136246,18130244
70,70,Costa Rica,2022-04-28,852074,0,8405,0,832853,0,10816,45,164534,1623.0,4291131,828608,5178721
71,71,Guatemala,2022-04-28,844059,790,17538,4,824207,804,2314,5,45580,947.0,4435442,239518,18518162
72,72,Latvia,2022-04-28,821075,614,5751,11,805376,1131,9948,11,444237,3112.0,7166055,3877142,1848283
73,73,Azerbaijan,2022-04-28,792521,19,9707,0,782675,25,139,0,76904,942.0,6801484,659993,10305392
74,74,Panama,2022-04-28,773675,845,8183,0,760875,236,4617,8,174319,1844.0,5850865,1318273,4438281
75,75,Saudi Arabia,2022-04-28,753730,98,9084,2,741235,177,3411,43,21054,254.0,41860482,1169294,35799805
76,76,Sri Lanka,2022-04-28,663239,0,16503,0,646115,5,621,0,30739,765.0,6486117,300610,21576547
77,77,Paraguay,2022-04-28,649034,0,18795,0,624673,0,5566,5,89008,2578.0,2623300,359757,7291876
78,78,Kuwait,2022-04-28,631409,0,2555,0,628090,0,764,8,143979,583.0,8007805,1826005,4385424
79,79,Myanmar,2022-04-28,612802,17,19434,0,591740,25,1628,0,11127,353.0,7924721,143894,55073214
80,80,Palestine,2022-04-28,581940,0,5353,0,576242,0,345,17,109449,1007.0,3078533,578998,5317005
81,81,Dominican Republic,2022-04-28,579248,134,4376,0,574601,155,271,6,52441,396.0,3274131,296415,11045758
82,82,Estonia,2022-04-28,571298,368,2533,0,509035,876,59730,2,430143,1907.0,3319801,2499555,1328157
83,83,Bahrain,2022-04-28,567614,441,1475,0,562563,423,3576,3,313762,815.0,9711519,5368274,1809058
84,84,Venezuela,2022-04-28,522263,20,5706,0,515639,18,918,230,18461,202.0,3359014,118737,28289416
85,85,Moldova,2022-04-28,516986,0,11489,0,504142,0,1355,49,128702,2860.0,3216305,800691,4016912
86,86,Egypt,2022-04-28,515645,0,24613,0,442182,0,48850,122,4872,233.0,3693367,34894,105843882
87,87,Libya,2022-04-28,501904,0,6430,0,490973,0,4501,101,71281,913.0,2477219,351817,7041215
88,88,Ethiopia,2022-04-28,470492,24,7510,0,455159,120,7823,15,3916,63.0,4777158,39763,120140247
89,89,Cyprus,2022-04-28,470481,0,1011,0,124370,0,345100,60,384586,826.0,9477138,7746905,1223345
90,90,Mongolia,2022-04-28,469712,67,2177,0,313256,0,154279,192,139203,645.0,4030048,1194339,3374291
91,91,Armenia,2022-04-28,422855,17,8622,0,410598,10,3635,0,142217,2900.0,3042708,1023338,2973316
92,92,Honduras,2022-04-28,422275,0,10892,0,131100,0,280283,105,41436,1069.0,1263329,123964,10191067
93,93,Oman,2022-04-28,389113,14,4258,0,384215,23,640,4,72831,797.0,25000000,4679269,5342715
94,94,Bosnia and Herzegovina,2022-04-28,376948,51,15764,0,192218,0,168966,0,116209,4860.0,1756783,541597,3243710
95,95,Réunion,2022-04-28,374295,0,742,0,355605,0,17948,10,412704,818.0,1603660,1768223,906933
96,96,Qatar,2022-04-28,364421,50,677,0,363061,139,683,3,129789,241.0,3431770,1222225,2807805
97,97,Kenya,2022-04-28,323734,11,5649,0,317928,5,157,0,5789,101.0,3590760,64207,55924655
98,98,Zambia,2022-04-28,319431,0,3976,0,314577,0,878,0,16534,206.0,3419145,176976,19319786
99,99,North Macedonia,2022-04-28,309310,81,9278,1,299539,148,493,0,148477,4454.0,2013928,966739,2083218
100,100,Botswana,2022-04-28,305859,0,2688,0,303026,0,145,1,125457,1103.0,2026898,831392,2437957
101,101,Albania,2022-04-28,274929,67,3496,0,271068,38,365,2,95725,1217.0,1803166,627825,2872082
102,102,Algeria,2022-04-28,265773,1,6875,0,178350,0,80548,6,5868,152.0,230861,5097,45290856
103,103,Nigeria,2022-04-28,255685,0,3143,0,249890,0,2652,11,1187,15.0,5036813,23381,215427396
104,104,Zimbabwe,2022-04-28,247729,62,5469,0,241566,66,694,12,16238,358.0,2248962,147411,15256386
105,105,Uzbekistan,2022-04-28,238535,25,1637,0,236563,37,335,23,6944,48.0,1377915,40112,34351302
106,106,Luxembourg,2022-04-28,236686,822,1063,1,225008,774,10615,1,367241,1649.0,4222757,6552020,644497
107,107,Montenegro,2022-04-28,234957,81,2714,0,231563,71,680,6,374010,4320.0,2448672,3897850,628211
108,108,Mozambique,2022-04-28,225375,8,2201,0,223110,4,64,13,6861,67.0,1311366,39923,32847097
109,109,Laos,2022-04-28,206512,470,737,1,7660,0,198115,0,27655,99.0,1232128,164998,7467552
110,110,Kyrgyzstan,2022-04-28,200991,1,2991,0,196397,4,1603,131,29910,445.0,1907195,283812,6719928
111,111,Iceland,2022-04-28,185353,0,119,0,75685,0,109549,0,536833,345.0,1953616,5658211,345271
112,112,Maldives,2022-04-28,179171,0,298,0,163687,0,15186,25,321178,534.0,2213831,3968470,557855
113,113,Afghanistan,2022-04-28,178811,36,7683,0,161834,22,9294,1124,4413,190.0,942978,23271,40522216
114,114,Uganda,2022-04-28,164069,0,3596,0,100205,0,60268,2,3392,74.0,2612795,54021,48366369
115,115,El Salvador,2022-04-28,162089,0,4128,0,150662,0,7299,8,24763,631.0,1950448,297973,6545730
116,116,Ghana,2022-04-28,161170,13,1445,0,159679,10,46,1,4997,45.0,2435325,75509,32252205
117,117,Namibia,2022-04-28,158480,53,4025,0,153662,0,793,0,60383,1534.0,1003847,382480,2624576
118,118,Martinique,2022-04-28,153253,0,926,0,104,0,152223,8,408963,2471.0,828928,2212032,374736
119,119,Trinidad and Tobago,2022-04-28,146140,543,3819,2,134684,300,7637,18,103813,2713.0,702227,498836,1407730
120,120,Brunei ,2022-04-28,141531,126,218,0,140422,173,891,0,317977,490.0,717784,1612643,445098
121,121,Guadeloupe,2022-04-28,140130,0,854,0,2250,0,137026,19,350108,2134.0,938039,2343644,400248
122,122,Cambodia,2022-04-28,136235,5,3056,0,132994,26,185,0,7948,178.0,2950598,172149,17139750
123,123,Rwanda,2022-04-28,129778,5,1458,0,45522,0,82798,0,9588,108.0,5247843,387699,13535878
124,124,Jamaica,2022-04-28,129747,66,2954,5,83200,56,43593,0,43471,990.0,991284,332125,2984675
125,125,Cameroon,2022-04-28,119780,0,1927,0,117791,0,62,13,4317,69.0,1751774,63134,27747078
126,126,Angola,2022-04-28,99194,0,1900,0,97149,0,145,0,2857,55.0,1499795,43191,34724374
127,127,Malta,2022-04-28,91221,189,696,3,85976,453,4549,4,205600,1569.0,1878113,4233016,443682
128,128,DRC,2022-04-28,87023,0,1337,0,50930,0,34756,0,921,14.0,846704,8959,94510169
129,129,Senegal,2022-04-28,85993,2,1966,0,84010,3,17,0,4901,112.0,1066909,60806,17545993
130,130,Malawi,2022-04-28,85761,9,2633,0,81961,0,1167,67,4282,131.0,573085,28613,20028530
131,131,Ivory Coast,2022-04-28,81913,4,799,0,81087,8,27,0,2972,29.0,1498332,54355,27565705
132,132,French Guiana,2022-04-28,80422,0,394,0,11254,0,68774,1,257141,1260.0,622646,1990843,312755
133,133,Suriname,2022-04-28,79336,0,1328,0,49401,0,28607,0,133071,2227.0,235950,395762,596192
134,134,Taiwan,2022-04-28,76929,8914,858,2,24900,531,51171,0,3219,36.0,14517501,607549,23895177
135,135,Channel Islands,2022-04-28,74290,61,167,0,73063,121,1060,0,420245,945.0,1252808,7086900,176778
136,136,French Polynesia,2022-04-28,72704,26,648,0,0,0,0,7,256125,2283.0,0,0,283861
137,137,Eswatini,2022-04-28,70456,102,1397,0,68818,4,241,11,59607,1182.0,1013821,857709,1182011
138,138,Barbados,2022-04-28,68913,473,390,0,65085,455,3438,0,239269,1354.0,645480,2241133,288015
139,139,Fiji,2022-04-28,64625,12,862,0,62690,0,1073,0,71153,949.0,506984,558193,908260
140,140,Madagascar,2022-04-28,64152,0,1391,0,59370,0,3391,14,2213,48.0,422372,14572,28985069
141,141,Guyana,2022-04-28,63447,27,1228,0,62126,14,93,1,79963,1548.0,593807,748381,793455
142,142,Sudan,2022-04-28,62117,0,4931,0,0,0,0,0,1359,108.0,562941,12315,45710503
143,143,New Caledonia,2022-04-28,60517,0,312,0,60102,0,103,9,208327,1074.0,98964,340680,290490
144,144,Mauritania,2022-04-28,58686,0,982,0,57694,0,10,0,12046,202.0,802133,164648,4871819
145,145,Bhutan,2022-04-28,58643,270,20,0,56282,691,2341,2,74509,25.0,2292726,2913026,787060
146,146,Belize,2022-04-28,57477,10,676,0,56594,22,207,6,139931,1646.0,538173,1310211,410753
147,147,Cabo Verde,2022-04-28,56014,4,401,0,55548,3,65,23,98795,707.0,400982,707237,566970
148,148,Syria,2022-04-28,55807,4,3150,0,52136,13,521,0,3054,172.0,146269,8004,18273504
149,149,Gabon,2022-04-28,47597,0,303,0,47282,0,12,0,20505,131.0,1592483,686058,2321209
150,150,Papua New Guinea,2022-04-28,43800,0,649,0,43100,0,51,7,4732,70.0,249149,26920,9255185
151,151,Seychelles,2022-04-28,42474,0,166,0,41727,0,581,0,427072,1669.0,0,0,99454
152,152,Curaçao,2022-04-28,41966,0,273,0,41251,0,442,3,253856,1651.0,496693,3004543,165314
153,153,Andorra,2022-04-28,41013,0,153,0,40343,0,517,14,529268,1974.0,249838,3224132,77490
154,154,Burundi,2022-04-28,39634,2,38,0,773,0,38823,0,3162,3.0,345742,27583,12534450
155,155,Mauritius,2022-04-28,37586,14,990,0,35789,34,807,0,29465,776.0,358675,281180,1275606
156,156,Mayotte,2022-04-28,37038,0,187,0,2964,0,33887,0,130058,657.0,176919,621246,284781
157,157,Togo,2022-04-28,36981,0,273,0,36688,0,20,0,4284,32.0,729301,84493,8631461
158,158,Guinea,2022-04-28,36459,0,440,0,35976,0,43,8,2646,32.0,660107,47902,13780302
159,159,Faeroe Islands,2022-04-28,34658,0,28,0,7693,0,26937,5,704417,569.0,778000,15812687,49201
160,160,Aruba,2022-04-28,34589,0,212,0,34251,0,126,2,321486,1970.0,177885,1653345,107591
161,161,Tanzania,2022-04-28,33872,0,803,0,0,0,0,7,539,13.0,0,0,62826779
162,162,Bahamas,2022-04-28,33511,13,789,0,32335,7,387,11,83761,1972.0,229817,574430,400078
163,163,Lesotho,2022-04-28,32910,0,697,0,24155,0,8058,0,15144,321.0,431221,198433,2173136
164,164,Mali,2022-04-28,30785,16,731,0,29872,18,182,0,1445,34.0,665256,31217,21311010
165,165,Haiti,2022-04-28,30655,0,835,0,29479,0,341,0,2630,72.0,132422,11362,11655326
166,166,Isle of Man,2022-04-28,28416,0,87,0,26794,0,1535,0,330992,1013.0,150753,1755984,85851
167,167,Benin,2022-04-28,26952,0,163,0,25506,0,1283,5,2122,13.0,604310,47582,12700412
168,168,Somalia,2022-04-28,26485,0,1350,0,13182,0,11953,0,1586,81.0,400466,23981,16699185
169,169,Congo,2022-04-28,24079,0,385,0,20178,0,3516,0,4177,67.0,347815,60332,5764994
170,170,Saint Lucia,2022-04-28,23285,0,368,0,22765,0,152,1,125761,1988.0,142871,771638,185153
171,171,Timor-Leste,2022-04-28,22862,1,130,0,22722,1,10,0,16760,95.0,262382,192348,1364104
172,172,Cayman Islands,2022-04-28,22223,468,27,1,8553,0,13643,1,331064,402.0,222773,3318729,67126
173,173,Burkina Faso,2022-04-28,20853,0,382,0,20439,0,32,0,950,17.0,248995,11346,21945146
174,174,Nicaragua,2022-04-28,18491,0,225,0,4225,0,14041,0,2732,33.0,0,0,6767893
175,175,Gibraltar,2022-04-28,17706,0,102,0,16579,0,1025,0,525822,3029.0,534283,15866807,33673
176,176,South Sudan,2022-04-28,17450,5,138,0,13514,0,3798,1,1526,12.0,379731,33215,11432401
177,178,Liechtenstein,2022-04-28,17133,7,84,0,16942,29,107,0,447022,2192.0,102174,2665849,38327
178,179,San Marino,2022-04-28,16186,0,114,0,15702,0,370,4,475206,3347.0,149271,4382461,34061
179,180,Equatorial Guinea,2022-04-28,15907,0,183,0,15698,0,26,5,10699,123.0,310972,209162,1486752
180,181,Djibouti,2022-04-28,15611,0,189,0,15411,0,11,0,15394,186.0,303924,299690,1014128
181,182,Solomon Islands,2022-04-28,14786,0,141,0,13307,0,1338,2,20608,197.0,5117,7132,717505
182,183,CAR,2022-04-28,14649,0,113,0,6859,0,7677,2,2940,23.0,81294,16316,4982461
183,184,Grenada,2022-04-28,14519,0,220,0,14007,0,292,4,127953,1939.0,149247,1315288,113471
184,185,Bermuda,2022-04-28,13488,345,131,0,12981,262,376,0,218041,2118.0,876273,14165422,61860
185,186,Dominica,2022-04-28,12033,22,63,0,11929,3,41,0,166406,871.0,188110,2601402,72311
186,187,Gambia,2022-04-28,11995,0,365,0,11591,0,39,0,4722,144.0,155686,61292,2540074
187,188,Greenland,2022-04-28,11971,0,21,0,2761,0,9189,4,210206,369.0,164926,2896030,56949
188,189,Yemen,2022-04-28,11818,0,2149,0,9009,0,660,23,381,69.0,265253,8551,31020232
189,190,Monaco,2022-04-28,11712,35,54,0,11502,16,156,4,294656,1359.0,54960,1382711,39748
190,191,Saint Martin,2022-04-28,10279,0,63,0,1399,0,8817,7,257845,1580.0,112382,2819064,39865
191,192,Sint Maarten,2022-04-28,10036,18,86,0,9878,19,72,10,229337,1965.0,62056,1418066,43761
192,193,Tonga,2022-04-28,9950,112,11,0,8721,0,1218,0,92237,102.0,423475,3925645,107874
193,195,Caribbean Netherlands,2022-04-28,9713,0,34,0,9590,0,89,0,364247,1275.0,30126,1129753,26666
194,196,Niger,2022-04-28,8924,3,309,0,8518,8,97,1,346,12.0,249920,9687,25798932
195,197,Samoa,2022-04-28,8351,0,16,0,1605,0,6730,4,41586,80.0,59708,297333,200812
196,198,Guinea-Bissau,2022-04-28,8186,0,171,0,7528,0,487,6,3988,83.0,133617,65098,2052560
197,199,Comoros,2022-04-28,8100,0,160,0,7933,0,7,0,8967,177.0,0,0,903279
198,200,Sierra Leone,2022-04-28,7681,0,125,0,0,0,0,0,929,15.0,259958,31427,8271923
199,201,Antigua and Barbuda,2022-04-28,7571,0,135,0,7402,0,34,1,76164,1358.0,18901,190143,99404
200,202,Liberia,2022-04-28,7434,0,294,0,5747,0,1393,2,1410,56.0,139824,26513,5273788
201,203,Chad,2022-04-28,7411,0,193,0,4874,0,2344,0,429,11.0,191341,11071,17282572
202,204,Vanuatu,2022-04-28,7069,104,13,0,6518,96,538,3,22077,41.0,24976,78003,320193
203,205,St. Vincent Grenadines,2022-04-28,6782,3,106,0,6641,0,35,0,60781,950.0,98894,886298,111581
204,206,British Virgin Islands,2022-04-28,6296,0,62,0,0,0,0,1,205772,2026.0,102862,3361833,30597
205,207,Turks and Caicos,2022-04-28,5963,0,36,0,5862,0,65,4,150315,907.0,488787,12321326,39670
206,208,Sao Tome and Principe,2022-04-28,5957,0,73,0,5880,0,4,0,26293,322.0,29036,128161,226559
207,209,Saint Kitts and Nevis,2022-04-28,5562,0,43,0,5518,0,1,0,103224,798.0,65141,1208934,53883
208,210,Cook Islands,2022-04-28,4932,78,1,0,4494,75,437,0,280339,57.0,16325,927926,17593
209,211,Palau,2022-04-28,4486,0,6,0,3913,0,567,1,245795,329.0,45500,2493014,18251
210,212,St. Barth,2022-04-28,4432,0,6,0,0,0,0,0,446234,604.0,78646,7918445,9932
211,213,Kiribati,2022-04-28,3080,0,13,0,2599,0,468,3,25085,106.0,0,0,122782
212,214,Anguilla,2022-04-28,2788,0,9,0,2766,0,13,4,182856,590.0,51382,3369974,15247
213,215,Saint Pierre Miquelon,2022-04-28,2641,0,1,0,2449,0,191,1,459864,174.0,22941,3994602,5743
214,217,Wallis and Futuna,2022-04-28,454,0,7,0,438,0,9,0,41724,643.0,20508,1884753,10881
215,218,Montserrat,2022-04-28,189,0,2,0,174,0,13,0,37823,400.0,9716,1944367,4997
216,219,Falkland Islands,2022-04-28,128,0,0,0,0,0,0,0,34934,0.0,8632,2355895,3664
217,222,Marshall Islands,2022-04-28,17,0,0,0,7,0,10,0,284,0.0,0,0,59916
218,225,Niue,2022-04-28,8,0,0,0,7,0,1,0,4860,0.0,0,0,1646
219,226,Nauru,2022-04-28,4,1,0,0,3,0,1,0,365,0.0,0,0,10948
220,227,Micronesia,2022-04-28,3,0,0,0,1,0,2,0,26,0.0,0,0,117216
