,#,"Country,Other",Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population
90,90,Mongolia,2022-04-27,469712,67,2177,0,313256,0,154279,192,139209,645.0,4030048,1194390,3374147
91,91,Armenia,2022-04-27,422855,17,8622,0,410598,10,3635,0,142217,2900.0,3042708,1023343,2973301
92,92,Honduras,2022-04-27,422275,0,10892,0,131100,0,280283,105,41438,1069.0,1263329,123970,10190636
93,93,Oman,2022-04-27,389113,14,4258,0,384215,23,640,4,72835,797.0,25000000,4679581,5342359
94,94,Bosnia and Herzegovina,2022-04-27,376948,51,15764,0,192218,0,168966,0,116207,4860.0,1756783,541587,3243766
95,95,Réunion,2022-04-27,374295,0,742,0,355605,0,17948,10,412712,818.0,1603660,1768256,906916
96,96,Qatar,2022-04-27,364421,50,677,0,363061,139,683,3,129789,241.0,3431770,1222225,2807805
97,97,Kenya,2022-04-27,323724,1,5649,0,317928,5,147,0,5789,101.0,3590760,64211,55921411
98,98,Zambia,2022-04-27,319431,0,3976,0,314577,0,878,0,16535,206.0,3419145,176989,19318374
99,99,North Macedonia,2022-04-27,309310,81,9278,1,299539,148,493,0,148477,4454.0,2013928,966738,2083219
100,100,Botswana,2022-04-27,305859,0,2688,0,303026,0,145,1,125464,1103.0,2026898,831436,2437827
101,101,Albania,2022-04-27,274929,67,3496,0,271068,38,365,2,95724,1217.0,1803166,627823,2872091
102,102,Algeria,2022-04-27,265773,1,6875,0,178350,0,80548,6,5868,152.0,230861,5098,45288690
103,103,Nigeria,2022-04-27,255685,0,3143,0,249890,0,2652,11,1187,15.0,5036813,23382,215413394
104,104,Zimbabwe,2022-04-27,247729,62,5469,0,241566,66,694,12,16238,358.0,2248962,147417,15255795
105,105,Uzbekistan,2022-04-27,238535,25,1637,0,236563,37,335,23,6944,48.0,1377915,40114,34349976
106,106,Luxembourg,2022-04-27,236686,822,1063,1,225008,774,10615,1,367257,1649.0,4222757,6552304,644469
107,107,Montenegro,2022-04-27,234957,81,2714,0,231563,71,680,6,374010,4320.0,2448672,3897856,628210
108,108,Mozambique,2022-04-27,225375,8,2201,0,223110,4,64,13,6862,67.0,1311366,39926,32844695
109,109,Laos,2022-04-27,206512,470,737,1,7660,0,198115,0,27656,99.0,1232128,165004,7467264
110,110,Kyrgyzstan,2022-04-27,200991,1,2991,0,196397,4,1603,131,29911,445.0,1907195,283824,6719634
111,111,Iceland,2022-04-27,185353,0,119,0,75685,0,109549,0,536843,345.0,1953616,5658309,345265
112,112,Maldives,2022-04-27,179171,0,298,0,163687,0,15186,25,321193,534.0,2213831,3968655,557829
113,113,Afghanistan,2022-04-27,178809,34,7683,0,161834,22,9292,1124,4413,190.0,942978,23272,40519815
114,114,Uganda,2022-04-27,164069,0,3596,0,100205,0,60268,2,3392,74.0,2612795,54025,48362403
115,115,El Salvador,2022-04-27,162089,0,4128,0,150662,0,7299,8,24763,631.0,1950448,297977,6545641
116,116,Ghana,2022-04-27,161170,13,1445,0,159679,10,46,1,4997,45.0,2435325,75513,32250430
117,117,Namibia,2022-04-27,158480,53,4025,0,153662,0,793,0,60386,1534.0,1003847,382498,2624450
118,118,Martinique,2022-04-27,153253,0,926,0,104,0,152223,8,408961,2471.0,828928,2212026,374737
119,119,Trinidad and Tobago,2022-04-27,146140,543,3819,2,134684,300,7637,18,103813,2713.0,702227,498841,1407718
120,120,Brunei ,2022-04-27,141531,126,218,0,140422,173,891,0,317986,490.0,717784,1612686,445086
121,121,Guadeloupe,2022-04-27,140130,0,854,0,2250,0,137026,19,350108,2134.0,938039,2343644,400248
122,122,Cambodia,2022-04-27,136235,5,3056,0,132994,26,185,0,7949,178.0,2950598,172156,17139118
123,123,Rwanda,2022-04-27,129778,5,1458,0,45522,0,82798,0,9588,108.0,5247843,387724,13534998
124,124,Jamaica,2022-04-27,129747,66,2954,5,83200,56,43593,0,43472,990.0,991284,332129,2984639
125,125,Cameroon,2022-04-27,119780,0,1927,0,117791,0,62,13,4317,69.0,1751774,63138,27745267
126,126,Angola,2022-04-27,99194,0,1900,0,97149,0,145,0,2857,55.0,1499795,43195,34721567
127,127,Malta,2022-04-27,91221,189,696,3,85976,453,4549,4,205602,1569.0,1878113,4233054,443678
128,128,DRC,2022-04-27,87023,0,1337,0,50930,0,34756,0,921,14.0,846704,8960,94502696
129,129,Senegal,2022-04-27,85993,2,1967,0,84010,3,16,0,4901,112.0,1066909,60811,17544783
130,130,Malawi,2022-04-27,85761,9,2633,0,81961,0,1167,67,4282,131.0,573085,28615,20027175
131,131,Ivory Coast,2022-04-27,81913,4,799,0,81087,8,27,0,2972,29.0,1498332,54358,27563915
132,132,French Guiana,2022-04-27,80422,0,394,0,11254,0,68774,1,257158,1260.0,622646,1990976,312734
133,133,Suriname,2022-04-27,79336,0,1328,0,49401,0,28607,0,133075,2228.0,235950,395772,596177
134,134,Taiwan,2022-04-27,76938,8923,858,2,24900,531,51180,0,3220,36.0,14517501,607552,23895060
135,135,Channel Islands,2022-04-27,74290,61,167,0,73063,121,1060,0,420256,945.0,1252808,7087100,176773
136,136,French Polynesia,2022-04-27,72704,26,648,0,0,0,0,7,256129,2283.0,0,0,283857
137,137,Eswatini,2022-04-27,70456,102,1397,0,68818,4,241,11,59609,1182.0,1013821,857733,1181978
138,138,Barbados,2022-04-27,68913,473,390,0,65085,455,3438,0,239270,1354.0,645480,2241141,288014
139,139,Fiji,2022-04-27,64535,0,862,0,62690,0,983,0,71055,949.0,506984,558204,908242
140,140,Madagascar,2022-04-27,64152,0,1391,0,59370,0,3391,14,2213,48.0,422372,14573,28983118
141,141,Guyana,2022-04-27,63447,27,1228,0,62126,14,93,1,79964,1548.0,593807,748391,793445
142,142,Sudan,2022-04-27,62117,0,4931,0,0,0,0,0,1359,108.0,562941,12316,45707698
143,143,New Caledonia,2022-04-27,60517,0,312,0,60102,0,103,9,208333,1074.0,98964,340689,290482
144,144,Mauritania,2022-04-27,58686,0,982,0,57694,0,10,0,12047,202.0,802133,164659,4871484
145,145,Bhutan,2022-04-27,58643,270,20,0,56282,691,2341,2,74511,25.0,2292726,2913111,787037
146,146,Belize,2022-04-27,57477,10,676,0,56594,22,207,6,139937,1646.0,538173,1310271,410734
147,147,Cabo Verde,2022-04-27,56014,4,401,0,55548,3,65,23,98798,707.0,400982,707258,566953
148,148,Syria,2022-04-27,55807,4,3150,0,52136,13,521,0,3054,172.0,146269,8005,18272339
149,149,Gabon,2022-04-27,47597,0,303,0,47282,0,12,0,20507,131.0,1592483,686100,2321065
150,150,Papua New Guinea,2022-04-27,43800,0,649,0,43100,0,51,7,4733,70.0,249149,26921,9254721
151,151,Seychelles,2022-04-27,42474,0,166,0,41727,0,581,0,427076,1669.0,0,0,99453
152,152,Curaçao,2022-04-27,41966,0,273,0,41251,0,442,3,253859,1651.0,496693,3004579,165312
153,153,Andorra,2022-04-27,41013,0,153,0,40343,0,517,14,529275,1974.0,249838,3224174,77489
154,154,Burundi,2022-04-27,39634,2,38,0,773,0,38823,0,3162,3.0,345742,27585,12533478
155,155,Mauritius,2022-04-27,37586,14,990,0,35789,34,807,0,29465,776.0,358675,281181,1275601
156,156,Mayotte,2022-04-27,37038,0,187,0,2964,0,33887,0,130066,657.0,176919,621285,284763
157,157,Togo,2022-04-27,36981,0,273,0,36688,0,20,0,4285,32.0,729301,84499,8630929
158,158,Guinea,2022-04-27,36459,0,440,0,35976,0,43,8,2646,32.0,660107,47906,13779325
159,159,Faeroe Islands,2022-04-27,34658,0,28,0,7693,0,26937,5,704431,569.0,778000,15813008,49200
160,160,Aruba,2022-04-27,34589,0,212,0,34251,0,126,2,321492,1970.0,177885,1653375,107589
161,161,Tanzania,2022-04-27,33872,0,803,0,0,0,0,7,539,13.0,0,0,62822112
162,162,Bahamas,2022-04-27,33511,13,789,0,32335,7,387,11,83763,1972.0,229817,574445,400068
163,163,Lesotho,2022-04-27,32910,0,697,0,24155,0,8058,0,15144,321.0,431221,198437,2173090
164,164,Mali,2022-04-27,30785,16,731,0,29872,18,182,0,1445,34.0,665256,31219,21309410
165,165,Haiti,2022-04-27,30655,0,835,0,29479,0,341,0,2630,72.0,132422,11362,11654946
166,166,Isle of Man,2022-04-27,28416,0,87,0,26794,0,1535,0,330996,1013.0,150753,1756005,85850
167,167,Benin,2022-04-27,26952,0,163,0,25506,0,1283,5,2122,13.0,604310,47585,12699542
168,168,Somalia,2022-04-27,26485,0,1350,0,13182,0,11953,0,1586,81.0,400466,23983,16697969
169,169,Congo,2022-04-27,24079,0,385,0,20178,0,3516,0,4177,67.0,347815,60336,5764622
170,170,Saint Lucia,2022-04-27,23285,0,368,0,22765,0,152,1,125762,1988.0,142871,771646,185151
171,171,Timor-Leste,2022-04-27,22862,1,130,0,22722,1,10,0,16761,95.0,262382,192357,1364035
172,172,Cayman Islands,2022-04-27,22223,468,27,1,8553,0,13643,1,331074,402.0,222773,3318828,67124
173,173,Burkina Faso,2022-04-27,20853,0,382,0,20439,0,32,0,950,17.0,248995,11347,21943574
174,174,Nicaragua,2022-04-27,18491,0,225,0,4225,0,14041,0,2732,33.0,0,0,6767678
175,175,Gibraltar,2022-04-27,17706,0,102,0,16579,0,1025,0,525822,3029.0,534283,15866807,33673
176,176,South Sudan,2022-04-27,17450,5,138,0,13514,0,3798,1,1526,12.0,379731,33216,11432042
177,178,Liechtenstein,2022-04-27,17133,7,84,0,16942,29,107,0,447022,2192.0,102174,2665849,38327
178,179,San Marino,2022-04-27,16186,0,114,0,15702,0,370,4,475206,3347.0,149271,4382461,34061
179,180,Equatorial Guinea,2022-04-27,15907,0,183,0,15698,0,26,5,10700,123.0,310972,209180,1486626
180,181,Djibouti,2022-04-27,15611,0,189,0,15411,0,11,0,15394,186.0,303924,299702,1014089
181,182,Solomon Islands,2022-04-27,14786,0,141,0,13307,0,1338,2,20609,197.0,5117,7132,717459
182,183,CAR,2022-04-27,14649,0,113,0,6859,0,7677,2,2940,23.0,81294,16317,4982231
183,184,Grenada,2022-04-27,14519,0,220,0,14007,0,292,4,127955,1939.0,149247,1315299,113470
184,185,Bermuda,2022-04-27,13488,345,131,0,12981,262,376,0,218041,2118.0,876273,14165422,61860
185,186,Dominica,2022-04-27,12033,22,63,0,11929,3,41,0,166406,871.0,188110,2601402,72311
186,187,Gambia,2022-04-27,11995,0,365,0,11591,0,39,0,4723,144.0,155686,61296,2539888
187,188,Greenland,2022-04-27,11971,0,21,0,2761,0,9189,4,210206,369.0,164926,2896030,56949
188,189,Yemen,2022-04-27,11818,0,2149,0,9009,0,660,23,381,69.0,265253,8551,31018433
189,190,Monaco,2022-04-27,11712,35,54,0,11502,16,156,4,294664,1359.0,54960,1382746,39747
190,191,Saint Martin,2022-04-27,10279,0,63,0,1399,0,8817,7,257858,1580.0,112382,2819206,39863
191,192,Sint Maarten,2022-04-27,10036,18,86,0,9878,19,72,10,229342,1965.0,62056,1418099,43760
192,193,Tonga,2022-04-27,9838,0,11,0,8721,0,1106,0,91202,102.0,423475,3925790,107870
193,195,Caribbean Netherlands,2022-04-27,9713,0,34,0,9590,0,89,0,364247,1275.0,30126,1129753,26666
194,196,Niger,2022-04-27,8924,3,309,0,8518,8,97,1,346,12.0,249920,9688,25796523
195,197,Samoa,2022-04-27,8351,0,16,0,1605,0,6730,4,41587,80.0,59708,297339,200808
196,198,Guinea-Bissau,2022-04-27,8186,0,171,0,7528,0,487,6,3988,83.0,133617,65102,2052432
197,199,Comoros,2022-04-27,8100,0,160,0,7933,0,7,0,8968,177.0,0,0,903229
198,200,Sierra Leone,2022-04-27,7681,0,125,0,0,0,0,0,929,15.0,259958,31428,8271479
199,201,Antigua and Barbuda,2022-04-27,7571,0,135,0,7402,0,34,1,76165,1358.0,18901,190147,99402
200,202,Liberia,2022-04-27,7434,0,294,0,5747,0,1393,2,1410,56.0,139824,26515,5273463
201,203,Chad,2022-04-27,7411,0,193,0,4874,0,2344,0,429,11.0,191341,11072,17281279
202,204,Vanuatu,2022-04-27,7054,89,13,0,6518,96,523,3,22032,41.0,24976,78008,320173
203,205,St. Vincent Grenadines,2022-04-27,6782,3,106,0,6641,0,35,0,60782,950.0,98894,886306,111580
204,206,British Virgin Islands,2022-04-27,6296,0,62,0,0,0,0,1,205779,2026.0,102862,3361943,30596
205,207,Turks and Caicos,2022-04-27,5963,0,36,0,5862,0,65,4,150323,908.0,488787,12321947,39668
206,208,Sao Tome and Principe,2022-04-27,5957,0,73,0,5880,0,4,0,26295,322.0,29036,128167,226548
207,209,Saint Kitts and Nevis,2022-04-27,5562,0,43,0,5518,0,1,0,103226,798.0,65141,1208957,53882
208,210,Cook Islands,2022-04-27,4932,78,1,0,4494,75,437,0,280339,57.0,16325,927926,17593
209,211,Palau,2022-04-27,4486,0,6,0,3913,0,567,1,245795,329.0,45500,2493014,18251
210,212,St. Barth,2022-04-27,4432,0,6,0,0,0,0,0,446234,604.0,78646,7918445,9932
211,213,Kiribati,2022-04-27,3080,0,13,0,2599,0,468,3,25086,106.0,0,0,122777
212,214,Anguilla,2022-04-27,2788,0,9,0,2766,0,13,4,182868,590.0,51382,3370195,15246
213,215,Saint Pierre Miquelon,2022-04-27,2641,0,1,0,2449,0,191,1,459864,174.0,22941,3994602,5743
214,217,Wallis and Futuna,2022-04-27,454,0,7,0,438,0,9,0,41720,643.0,20508,1884580,10882
215,218,Montserrat,2022-04-27,207,0,2,0,174,0,31,0,41425,400.0,9716,1944367,4997
216,219,Falkland Islands,2022-04-27,128,0,0,0,0,0,0,0,34934,0.0,8632,2355895,3664
217,222,Marshall Islands,2022-04-27,17,0,0,0,7,0,10,0,284,0.0,0,0,59915
218,225,Niue,2022-04-27,8,0,0,0,7,0,1,0,4860,0.0,0,0,1646
219,226,Nauru,2022-04-27,4,1,0,0,3,0,1,0,365,0.0,0,0,10948
220,227,Micronesia,2022-04-27,3,0,0,0,1,0,2,0,26,0.0,0,0,117213
