,#,"Country,Other",Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population
88,88,Cyprus,2022-04-30,474267,3786,1020,9,124370,0,348877,60,387666,834.0,9477138,7746608,1223392
89,89,Ethiopia,2022-04-30,470568,18,7510,0,455383,3,7675,11,3916,63.0,4789701,39862,120155855
90,90,Mongolia,2022-04-30,469885,55,2179,0,313256,0,154450,192,139243,646.0,4030048,1194237,3374580
91,91,Honduras,2022-04-30,423179,0,10893,0,132318,0,279968,105,41521,1069.0,1263329,123954,10191929
92,92,Armenia,2022-04-30,422867,2,8622,0,411050,12,3195,0,142219,2900.0,3051264,1026205,2973346
93,93,Oman,2022-04-30,389126,0,4258,0,384243,0,625,4,72823,797.0,25000000,4678645,5343427
94,94,Bosnia and Herzegovina,2022-04-30,377087,0,15765,0,192218,0,169104,0,116256,4860.0,1758191,542049,3243599
95,95,Réunion,2022-04-30,374295,0,742,0,355605,0,17948,10,412688,818.0,1603660,1768155,906968
96,96,Qatar,2022-04-30,364602,42,677,0,363365,79,560,3,129853,241.0,3440937,1225490,2807805
97,97,Kenya,2022-04-30,323773,13,5649,0,317960,28,164,0,5789,101.0,3598809,64344,55931142
98,98,Zambia,2022-04-30,319594,0,3976,0,314690,0,928,0,16540,206.0,3423665,177184,19322611
99,99,North Macedonia,2022-04-30,309571,0,9280,0,299738,0,553,0,148602,4455.0,2018029,968708,2083218
100,100,Botswana,2022-04-30,305859,0,2688,0,303026,0,145,1,125444,1102.0,2026898,831303,2438217
101,101,Albania,2022-04-30,275107,52,3496,0,271213,28,398,2,95787,1217.0,1806414,628960,2872065
102,102,Algeria,2022-04-30,265780,1,6875,0,178355,0,80550,6,5868,152.0,230861,5097,45295189
103,103,Nigeria,2022-04-30,255716,0,3143,0,249896,0,2677,11,1187,15.0,5075820,23559,215455399
104,104,Zimbabwe,2022-04-30,247875,33,5469,0,241689,46,717,12,16246,358.0,2256453,147891,15257569
105,105,Uzbekistan,2022-04-30,238596,19,1637,0,236670,20,289,23,6945,48.0,1377915,40109,34353954
106,106,Luxembourg,2022-04-30,237856,0,1064,0,227197,0,9595,3,369025,1651.0,4227288,6558480,644553
107,107,Montenegro,2022-04-30,235228,77,2714,0,231778,70,736,6,374441,4320.0,2452639,3904164,628211
108,108,Mozambique,2022-04-30,225384,1,2201,0,223113,0,70,13,6861,67.0,1313202,39973,32851901
109,109,Laos,2022-04-30,207469,273,744,1,7660,0,199065,0,27781,100.0,1232128,164985,7468129
110,110,Kyrgyzstan,2022-04-30,200992,0,2991,0,196400,0,1601,131,29907,445.0,1907195,283787,6720517
111,111,Iceland,2022-04-30,185579,0,119,0,75685,0,109775,0,537469,345.0,1953616,5658014,345283
112,112,Maldives,2022-04-30,179171,0,298,0,163687,0,15186,25,321149,534.0,2213831,3968100,557907
113,113,Afghanistan,2022-04-30,178879,6,7683,0,161883,0,9313,1124,4414,190.0,944283,23300,40527019
114,114,Uganda,2022-04-30,164069,0,3596,0,100205,0,60268,2,3392,74.0,2612795,54012,48374300
115,115,El Salvador,2022-04-30,162089,0,4128,0,150662,0,7299,8,24762,631.0,1950448,297964,6545909
116,116,Ghana,2022-04-30,161173,0,1445,0,159691,0,37,1,4997,45.0,2435846,75517,32255757
117,117,Namibia,2022-04-30,158649,0,4025,0,153662,0,962,0,60442,1533.0,1005918,383232,2624828
118,118,Martinique,2022-04-30,153253,0,926,0,104,0,152223,8,408965,2471.0,828928,2212044,374734
119,119,Trinidad and Tobago,2022-04-30,147867,417,3829,5,135209,0,8829,18,105037,2720.0,704554,500481,1407755
120,120,Brunei ,2022-04-30,141850,102,218,0,140892,181,740,0,318677,490.0,717784,1612559,445121
121,121,Guadeloupe,2022-04-30,140130,0,854,0,2250,0,137026,19,350107,2134.0,938039,2343639,400249
122,122,Cambodia,2022-04-30,136251,5,3056,0,133073,23,122,0,7949,178.0,2952645,172256,17141015
123,123,Jamaica,2022-04-30,129978,0,2962,0,83358,0,43658,0,43547,992.0,996159,333750,2984745
124,124,Rwanda,2022-04-30,129806,7,1459,1,45522,0,82825,0,9589,108.0,5270395,389314,13537638
125,125,Cameroon,2022-04-30,119780,0,1927,0,117791,0,62,13,4316,69.0,1751774,63125,27750700
126,126,Taiwan,2022-04-30,115870,15136,865,3,25975,0,89030,0,4849,36.0,14758774,617640,23895412
127,127,Angola,2022-04-30,99194,0,1900,0,97149,0,145,0,2856,55.0,1499795,43184,34729987
128,128,Malta,2022-04-30,91741,136,698,0,87119,360,3924,4,206769,1573.0,1883103,4244205,443688
129,129,DRC,2022-04-30,87023,0,1337,0,50930,0,34756,0,921,14.0,846704,8957,94525115
130,130,Senegal,2022-04-30,85997,2,1966,0,84015,2,16,0,4901,112.0,1069522,60947,17548413
131,131,Malawi,2022-04-30,85781,0,2634,0,82066,0,1081,67,4282,131.0,574139,28662,20031240
132,132,Ivory Coast,2022-04-30,81930,0,799,0,81097,0,34,0,2972,29.0,1500074,54411,27569286
133,133,French Guiana,2022-04-30,80859,0,395,0,11254,0,69210,2,258503,1263.0,627211,2005169,312797
134,134,Suriname,2022-04-30,79336,0,1328,0,49401,0,28607,0,133065,2227.0,235950,395743,596220
135,135,Channel Islands,2022-04-30,74383,0,169,0,73224,0,990,0,420752,956.0,1252808,7086579,176786
136,136,French Polynesia,2022-04-30,72720,0,648,0,0,0,0,7,256174,2283.0,0,0,283870
137,137,Eswatini,2022-04-30,70643,17,1397,0,68860,37,386,11,59762,1182.0,1015212,858837,1182077
138,138,Barbados,2022-04-30,70080,518,394,2,65563,478,4123,0,243319,1368.0,649047,2253502,288017
139,139,Fiji,2022-04-30,64634,0,862,0,62763,0,1009,0,71160,949.0,507722,558984,908295
140,140,Madagascar,2022-04-30,64152,0,1391,0,59370,0,3391,14,2213,48.0,422372,14570,28988972
141,141,Guyana,2022-04-30,63473,16,1228,0,62143,13,102,1,79994,1548.0,596356,751574,793476
142,142,Sudan,2022-04-30,62117,0,4931,0,0,0,0,0,1359,108.0,562941,12314,45716112
143,143,New Caledonia,2022-04-30,60517,0,312,0,60102,0,103,9,208317,1074.0,98964,340662,290505
144,144,Bhutan,2022-04-30,59163,109,21,0,57748,428,1394,1,75165,27.0,2298106,2919687,787107
145,145,Mauritania,2022-04-30,58688,1,982,0,57695,1,11,0,12045,202.0,804074,165023,4872490
146,146,Belize,2022-04-30,57497,0,676,0,56604,0,217,6,139966,1646.0,539513,1313345,410793
147,147,Cabo Verde,2022-04-30,56022,2,401,0,55553,2,68,23,98804,707.0,400982,707196,567003
148,148,Syria,2022-04-30,55813,0,3150,0,52159,0,504,0,3054,172.0,146269,8003,18275834
149,149,Gabon,2022-04-30,47602,0,304,0,47285,0,13,0,20505,131.0,1593622,686463,2321497
150,150,Papua New Guinea,2022-04-30,43800,0,649,0,43100,0,51,7,4732,70.0,249149,26917,9256112
151,151,Seychelles,2022-04-30,42474,0,166,0,41727,0,581,0,427055,1669.0,0,0,99458
152,152,Curaçao,2022-04-30,42241,0,274,0,41612,0,355,3,255515,1657.0,496693,3004488,165317
153,153,Andorra,2022-04-30,41349,0,153,0,40689,0,507,14,533597,1974.0,249838,3224091,77491
154,154,Burundi,2022-04-30,39998,0,38,0,773,0,39187,0,3191,3.0,345742,27579,12536394
155,155,Mauritius,2022-04-30,37642,0,990,0,35895,0,757,0,29509,776.0,358675,281177,1275618
156,156,Mayotte,2022-04-30,37363,0,187,0,2964,0,34212,0,131182,657.0,176919,621167,284817
157,157,Togo,2022-04-30,36985,0,273,0,36688,0,24,0,4284,32.0,729891,84551,8632524
158,158,Guinea,2022-04-30,36459,0,440,0,35976,0,43,8,2645,32.0,660107,47895,13782255
159,159,Aruba,2022-04-30,34846,0,212,0,34516,0,118,3,323869,1970.0,177885,1653314,107593
160,160,Faeroe Islands,2022-04-30,34658,0,28,0,7693,0,26937,5,704402,569.0,778000,15812365,49202
161,161,Tanzania,2022-04-30,33872,0,803,0,0,0,0,7,539,13.0,0,0,62836114
162,162,Bahamas,2022-04-30,33558,17,798,9,32355,4,405,0,83874,1995.0,229817,574400,400099
163,163,Lesotho,2022-04-30,32910,0,697,0,24155,0,8058,0,15143,321.0,431221,198424,2173229
164,164,Mali,2022-04-30,30833,18,732,0,29893,3,208,0,1447,34.0,666574,31274,21314211
165,165,Haiti,2022-04-30,30690,0,835,0,29520,0,335,0,2633,72.0,132422,11361,11656085
166,166,Isle of Man,2022-04-30,28416,0,87,0,26794,0,1535,0,330981,1013.0,150753,1755923,85854
167,167,Benin,2022-04-30,26952,0,163,0,25506,0,1283,5,2122,13.0,604310,47575,12702153
168,168,Somalia,2022-04-30,26485,0,1350,0,13182,0,11953,0,1586,81.0,400466,23978,16701617
169,169,Congo,2022-04-30,24079,0,385,0,20178,0,3516,0,4176,67.0,347815,60324,5765738
170,170,Saint Lucia,2022-04-30,23394,0,368,0,22815,0,211,0,126346,1987.0,143281,773831,185158
171,171,Timor-Leste,2022-04-30,22863,0,130,0,22722,0,11,0,16759,95.0,262493,192409,1364242
172,172,Cayman Islands,2022-04-30,22223,0,27,0,8553,0,13643,1,331044,402.0,222773,3318531,67130
173,173,Burkina Faso,2022-04-30,20853,0,382,0,20439,0,32,0,950,17.0,248995,11345,21948289
174,174,Nicaragua,2022-04-30,18491,0,225,0,4225,0,14041,0,2732,33.0,0,0,6768324
175,175,Gibraltar,2022-04-30,17837,0,102,0,16579,0,1156,0,529712,3029.0,534283,15866807,33673
176,176,South Sudan,2022-04-30,17461,0,138,0,13514,0,3809,1,1527,12.0,381528,33370,11433118
177,178,Liechtenstein,2022-04-30,17185,14,84,0,16972,2,129,1,448367,2192.0,102174,2665780,38328
178,179,San Marino,2022-04-30,16437,0,115,0,15960,0,362,4,482575,3376.0,149271,4382461,34061
179,180,Equatorial Guinea,2022-04-30,15907,0,183,0,15698,0,26,5,10697,123.0,310972,209126,1487006
180,181,Djibouti,2022-04-30,15611,0,189,0,15411,0,11,0,15392,186.0,303924,299667,1014206
181,182,Solomon Islands,2022-04-30,14786,0,141,0,13307,0,1338,2,20605,196.0,5117,7131,717597
182,183,CAR,2022-04-30,14649,0,113,0,6859,0,7677,2,2940,23.0,81294,16315,4982920
183,184,Grenada,2022-04-30,14629,0,220,0,14029,0,380,4,128919,1939.0,149943,1321386,113474
184,185,Bermuda,2022-04-30,13488,0,131,0,12981,0,376,0,218048,2118.0,876273,14165880,61858
185,186,Dominica,2022-04-30,12033,0,63,0,11929,0,41,0,166404,871.0,188110,2601366,72312
186,187,Gambia,2022-04-30,11995,0,365,0,11591,0,39,0,4722,144.0,155686,61283,2540446
187,188,Greenland,2022-04-30,11971,0,21,0,2761,0,9189,4,210202,369.0,164926,2895979,56950
188,189,Yemen,2022-04-30,11818,0,2149,0,9009,0,660,23,381,69.0,265253,8550,31023829
189,190,Monaco,2022-04-30,11770,8,54,0,11573,25,143,4,296101,1358.0,54960,1382642,39750
190,191,Saint Martin,2022-04-30,10462,0,63,0,1399,0,9000,7,262409,1580.0,112382,2818782,39869
191,192,Tonga,2022-04-30,10196,0,11,0,8923,0,1262,0,94512,102.0,454376,4211865,107880
192,193,Sint Maarten,2022-04-30,10036,0,86,0,9878,0,72,10,229321,1965.0,62056,1417969,43764
193,195,Caribbean Netherlands,2022-04-30,9729,0,34,0,9619,0,76,0,364819,1275.0,30126,1129669,26668
194,196,Samoa,2022-04-30,9592,0,19,0,1605,0,7968,4,47764,95.0,65949,328400,200819
195,197,Niger,2022-04-30,8941,13,309,0,8524,6,108,1,347,12.0,250347,9702,25803749
196,198,Guinea-Bissau,2022-04-30,8202,0,171,0,7528,0,503,6,3995,83.0,134285,65415,2052815
197,199,Comoros,2022-04-30,8100,0,160,0,7933,0,7,0,8966,177.0,0,0,903381
198,200,Sierra Leone,2022-04-30,7681,0,125,0,0,0,0,0,928,15.0,259958,31423,8272811
199,201,Antigua and Barbuda,2022-04-30,7626,0,136,0,7443,0,47,1,76714,1368.0,18901,190136,99408
200,202,Liberia,2022-04-30,7434,0,294,0,5747,0,1393,2,1409,56.0,139824,26510,5274440
201,203,Chad,2022-04-30,7411,0,193,0,4874,0,2344,0,429,11.0,191341,11070,17285158
202,204,Vanuatu,2022-04-30,7330,0,13,0,6726,0,591,3,22890,41.0,24976,77993,320232
203,205,St. Vincent Grenadines,2022-04-30,6784,0,106,0,6641,0,37,0,60798,950.0,98908,886407,111583
204,206,British Virgin Islands,2022-04-30,6355,0,62,0,0,0,0,1,207693,2026.0,103049,3367834,30598
205,207,Turks and Caicos,2022-04-30,5963,0,36,0,5862,0,65,4,150308,907.0,488787,12320705,39672
206,208,Sao Tome and Principe,2022-04-30,5957,0,73,0,5880,0,4,0,26291,322.0,29036,128148,226581
207,209,Saint Kitts and Nevis,2022-04-30,5562,0,43,0,5518,0,1,0,103220,798.0,65141,1208889,53885
208,210,Cook Islands,2022-04-30,5031,0,1,0,4733,0,297,0,285966,57.0,16607,943955,17593
209,211,Palau,2022-04-30,4610,0,6,0,3984,0,620,1,252589,329.0,46016,2521287,18251
210,212,St. Barth,2022-04-30,4544,0,6,0,0,0,0,0,457511,604.0,78646,7918445,9932
211,213,Kiribati,2022-04-30,3081,0,13,0,2601,0,467,3,25091,106.0,0,0,122792
212,214,Anguilla,2022-04-30,2788,0,9,0,2766,0,13,4,182856,590.0,51382,3369974,15247
213,215,Saint Pierre Miquelon,2022-04-30,2701,0,1,0,2449,0,251,1,470394,174.0,23446,4083246,5742
214,217,Wallis and Futuna,2022-04-30,454,0,7,0,438,0,9,0,41728,643.0,20508,1884926,10880
215,218,Montserrat,2022-04-30,241,25,2,0,176,1,63,0,48219,400.0,10033,2007403,4998
216,219,Falkland Islands,2022-04-30,128,0,0,0,0,0,0,0,34925,0.0,8632,2355252,3665
217,222,Marshall Islands,2022-04-30,17,0,0,0,14,0,3,0,284,0.0,0,0,59919
218,225,Niue,2022-04-30,9,0,0,0,7,0,2,0,5468,0.0,0,0,1646
219,226,Nauru,2022-04-30,5,1,0,0,3,0,2,0,457,0.0,0,0,10948
220,227,Micronesia,2022-04-30,3,0,0,0,1,0,2,0,26,0.0,0,0,117222
