,#,"Country,Other",Date,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population
20,20,Poland,2022-05-01,5996748,234,116059,0,5334713,33,545976,1321,158766,3073.0,36099719,955755,37770886
21,21,Australia,2022-05-01,5960844,32538,7231,8,5624690,33443,328923,149,228908,278.0,69388128,2664634,26040394
22,22,Mexico,2022-05-01,5739680,911,324334,40,5038901,751,376445,4798,43678,2468.0,15801675,120249,131407522
23,23,Ukraine,2022-05-01,5001719,0,108391,0,0,0,0,177,115636,2506.0,19521252,451318,43253836
24,24,Malaysia,2022-05-01,4449507,1503,35550,3,4372790,5839,41167,69,134331,1073.0,58769192,1774242,33123555
25,25,Thailand,2022-05-01,4262484,11535,28620,91,4092878,22022,140986,1496,60788,408.0,17270775,246303,70119963
26,26,Austria,2022-05-01,4144906,4363,18161,5,4049476,6936,77269,83,455470,1996.0,183086157,20118730,9100284
27,27,Israel,2022-05-01,4077863,1752,10698,3,4046110,3867,21055,220,437257,1147.0,41373364,4436346,9326000
28,28,Belgium,2022-05-01,4056448,0,31439,0,3804223,15900,220786,150,347246,2691.0,33531891,2870445,11681774
29,29,Czechia,2022-05-01,3905702,602,40162,7,3852006,2865,13534,30,363481,3738.0,55206405,5137737,10745277
30,30,Portugal,2022-05-01,3853800,0,22280,0,0,0,0,61,379969,2197.0,41320769,4074063,10142397
31,31,South Africa,2022-05-01,3795763,3838,100363,0,3650115,1284,45285,192,62559,1654.0,24492958,403676,60674734
32,32,Canada,2022-05-01,3751326,2243,39260,17,3457372,2406,254694,468,97827,1024.0,60871310,1587393,38346723
33,33,Philippines,2022-05-01,3685895,253,60397,56,3619531,1394,5967,289,32838,538.0,29583870,263564,112245459
34,34,Switzerland,2022-05-01,3602489,0,13859,0,3471069,12016,117561,87,410762,1580.0,20767523,2367950,8770255
35,35,Peru,2022-05-01,3565839,586,212841,17,0,0,0,297,105464,6295.0,29874150,883566,33810892
36,36,Chile,2022-05-01,3561016,2385,57539,12,3419387,5960,84090,211,183406,2963.0,37050142,1908228,19415990
37,37,Greece,2022-05-01,3328623,4701,29175,22,3223095,10172,76353,238,322227,2824.0,79914290,7736095,10330055
38,38,Denmark,2022-05-01,2966671,624,6170,12,2943249,1488,17252,13,508909,1058.0,127225595,21824567,5829467
39,39,Romania,2022-05-01,2894368,492,65493,6,2606660,0,222215,191,152309,3446.0,22714582,1195298,19003285
40,40,Sweden,2022-05-01,2500917,0,18739,0,2469945,796,12233,21,244844,1835.0,18513445,1812500,10214317
41,41,Iraq,2022-05-01,2325175,83,25211,0,2297956,209,2008,15,55532,602.0,18481057,441383,41870842
42,42,Serbia,2022-05-01,2006695,342,15999,8,1976686,1050,14010,25,231370,1845.0,9491908,1094410,8673082
43,43,Bangladesh,2022-05-01,1952716,25,29127,0,1895697,293,27892,1297,11645,174.0,13993109,83448,167686928
44,44,Hungary,2022-05-01,1901017,0,46201,0,1804295,0,50521,41,197703,4805.0,11339446,1179283,9615541
45,45,Slovakia,2022-05-01,1781692,737,19917,12,1744090,784,17685,70,326050,3645.0,7093189,1298055,5464473
46,46,Jordan,2022-05-01,1694216,0,14048,0,1678941,0,1227,124,163091,1352.0,16670254,1604732,10388185
47,47,Georgia,2022-05-01,1655170,72,16810,3,1637198,161,1162,0,416376,4229.0,16915441,4255265,3975179
48,48,Pakistan,2022-05-01,1528478,66,30371,0,1494141,0,3966,119,6683,133.0,28175958,123186,228726193
49,49,Ireland,2022-05-01,1517112,0,7087,0,1458063,5725,51962,38,301101,1407.0,12063637,2394267,5038551
50,50,Norway,2022-05-01,1426128,115,2932,0,0,0,0,20,259358,533.0,11002430,2000919,5498688
51,51,Kazakhstan,2022-05-01,1305543,10,13660,0,1291078,12,805,24,68043,712.0,11575012,603273,19187011
52,52,Hong Kong,2022-05-01,1204510,300,9313,5,0,0,0,115,158319,1224.0,44972952,5911192,7608102
53,53,Singapore,2022-05-01,1199640,1732,1336,1,1137970,5396,60334,7,202150,225.0,23767171,4004982,5934402
54,54,Morocco,2022-05-01,1164973,20,16069,0,1148503,29,401,293,30893,426.0,11237010,297986,37709802
55,55,Bulgaria,2022-05-01,1156971,242,36918,5,978294,149,141759,81,168829,5387.0,9851635,1437585,6852907
56,56,Croatia,2022-05-01,1122982,523,15835,7,1101699,845,5448,15,276663,3901.0,4789971,1180079,4059024
57,57,Cuba,2022-05-01,1103131,190,8527,1,1093707,199,897,23,97502,754.0,12920253,1141972,11313986
58,58,Lebanon,2022-05-01,1097044,89,10387,1,1081770,0,4887,186,162054,1534.0,4795578,708398,6769612
59,59,Lithuania,2022-05-01,1058432,226,9099,5,1024107,367,25226,35,398968,3430.0,8247311,3108759,2652927
60,60,Tunisia,2022-05-01,1040193,0,28550,0,0,0,0,29,86362,2370.0,4572976,379672,12044547
61,61,Finland,2022-05-01,1023013,0,3939,0,46000,0,973074,24,184113,709.0,10720282,1929342,5556445
62,62,Slovenia,2022-05-01,1010555,477,6593,1,990907,570,13055,24,485970,3171.0,2646571,1272720,2079460
63,63,Belarus,2022-05-01,980345,0,6947,0,928536,0,44862,0,103810,736.0,13157373,1393252,9443645
64,64,Nepal,2022-05-01,978828,18,11951,0,966656,27,221,0,32526,397.0,5638811,187373,30094011
65,65,New Zealand,2022-05-01,936697,5728,707,5,883593,5705,52397,0,187261,141.0,7081425,1415690,5002100
66,66,Bolivia,2022-05-01,905041,67,21923,4,858920,486,24198,220,75648,1832.0,2699040,225599,11963898
67,67,UAE,2022-05-01,898811,240,2302,0,882223,392,14286,0,88915,228.0,156156960,15447768,10108707
68,68,Uruguay,2022-05-01,895775,0,7197,0,886654,0,1924,18,256249,2059.0,6091188,1742468,3495724
69,69,Ecuador,2022-05-01,869696,0,35598,0,0,0,0,759,47964,1963.0,2470170,136229,18132441
70,70,Costa Rica,2022-05-01,852074,0,8405,0,832853,0,10816,45,164522,1623.0,4291131,828547,5179102
71,71,Guatemala,2022-05-01,846546,0,17584,0,826602,0,2360,5,45708,949.0,4454022,240486,18520882
72,72,Latvia,2022-05-01,822013,0,5760,0,808909,0,7344,11,444785,3117.0,7174863,3882264,1848113
73,73,Azerbaijan,2022-05-01,792578,16,9709,0,782781,20,88,0,76903,942.0,6817342,661484,10306140
74,74,Panama,2022-05-01,777120,700,8184,0,762170,0,6766,8,175073,1844.0,5878625,1324361,4438839
75,75,Saudi Arabia,2022-05-01,754110,99,9089,1,741786,113,3235,47,21062,254.0,41902465,1170321,35804252
76,76,Sri Lanka,2022-05-01,663373,11,16505,1,646126,1,742,0,30744,765.0,6486117,300599,21577281
77,77,Paraguay,2022-05-01,649455,0,18870,0,624673,0,5912,2,89057,2588.0,2623300,359721,7292594
78,78,Kuwait,2022-05-01,631409,0,2555,0,628090,0,764,8,143962,583.0,8007805,1825789,4385942
79,79,Myanmar,2022-05-01,612900,17,19434,0,591826,14,1640,0,11128,353.0,7962713,144576,55076199
80,80,Palestine,2022-05-01,581940,0,5353,0,576242,0,345,17,109429,1007.0,3078533,578892,5317979
81,81,Dominican Republic,2022-05-01,579443,195,4376,0,574726,125,341,1,52454,396.0,3279736,296899,11046649
82,82,Estonia,2022-05-01,572193,0,2539,0,511039,0,58615,3,430815,1912.0,3326696,2504731,1328165
83,83,Bahrain,2022-05-01,569091,385,1476,1,564361,469,3254,1,314494,816.0,9724966,5374257,1809546
84,84,Venezuela,2022-05-01,522434,109,5709,0,515703,28,1022,230,18468,202.0,3359014,118740,28288758
85,85,Moldova,2022-05-01,516986,0,11489,0,504142,0,1355,49,128705,2860.0,3216305,800706,4016836
86,86,Egypt,2022-05-01,515645,0,24613,0,442182,0,48850,122,4871,233.0,3693367,34889,105859726
87,87,Libya,2022-05-01,501904,0,6430,0,490973,0,4501,101,71273,913.0,2477219,351779,7041981
88,88,Cyprus,2022-05-01,474267,0,1020,0,124370,0,348877,60,387658,834.0,9477138,7746456,1223416
89,89,Ethiopia,2022-05-01,470581,13,7510,0,455383,0,7688,11,3916,62.0,4791793,39877,120163659
90,90,Mongolia,2022-05-01,469885,0,2179,0,313256,0,154450,192,139237,646.0,4030048,1194186,3374724
91,91,Honduras,2022-05-01,423179,0,10893,0,132318,0,279968,105,41519,1069.0,1263329,123949,10192359
92,92,Armenia,2022-05-01,422871,4,8622,0,411485,435,2764,0,142220,2900.0,3053893,1027085,2973361
93,93,Oman,2022-05-01,389126,0,4258,0,384243,0,625,4,72818,797.0,25000000,4678334,5343783
94,94,Bosnia and Herzegovina,2022-05-01,377087,0,15765,0,192218,0,169104,0,116258,4860.0,1758191,542059,3243544
95,95,Réunion,2022-05-01,374295,0,742,0,355605,0,17948,10,412680,818.0,1603660,1768122,906985
96,96,Qatar,2022-05-01,364655,53,677,0,363470,105,508,3,129872,241.0,3444175,1226643,2807805
97,97,Kenya,2022-05-01,323786,13,5649,0,317978,18,159,0,5789,101.0,3601063,64380,55934385
98,98,Zambia,2022-05-01,319733,31,3976,0,315177,133,580,1,16546,206.0,3428401,177417,19324023
99,99,North Macedonia,2022-05-01,309571,0,9280,0,299738,0,553,0,148602,4455.0,2018029,968708,2083218
100,100,Botswana,2022-05-01,305859,0,2688,0,303026,0,145,1,125437,1102.0,2026898,831259,2438347
101,101,Albania,2022-05-01,275167,60,3496,0,271254,41,417,2,95808,1217.0,1807273,629261,2872057
102,102,Algeria,2022-05-01,265782,2,6875,0,178358,3,80549,6,5867,152.0,230861,5097,45297355
103,103,Nigeria,2022-05-01,255753,0,3143,0,249911,0,2699,11,1187,15.0,5075820,23557,215469401
104,104,Zimbabwe,2022-05-01,247911,36,5469,0,241703,14,739,12,16248,358.0,2257204,147934,15258161
105,105,Uzbekistan,2022-05-01,238608,12,1637,0,236711,41,260,23,6945,48.0,1377915,40108,34355279
106,106,Luxembourg,2022-05-01,237856,0,1064,0,227197,0,9595,3,369009,1651.0,4227288,6558195,644581
107,107,Montenegro,2022-05-01,235292,64,2715,1,231869,91,708,6,374543,4322.0,2453748,3905930,628211
108,108,Mozambique,2022-05-01,225386,2,2201,0,223133,20,52,13,6860,67.0,1313202,39970,32854303
109,109,Laos,2022-05-01,207608,139,744,0,7660,0,199204,0,27798,100.0,1232128,164978,7468418
110,110,Kyrgyzstan,2022-05-01,200993,1,2991,0,196403,3,1599,131,29906,445.0,1907195,283775,6720811
111,111,Iceland,2022-05-01,185579,0,119,0,75685,0,109775,0,537460,345.0,1953616,5657916,345289
112,112,Maldives,2022-05-01,179171,0,298,0,163687,0,15186,25,321134,534.0,2213831,3967916,557933
113,113,Afghanistan,2022-05-01,178899,20,7683,0,161891,8,9325,1124,4414,190.0,944514,23304,40529420
114,114,Uganda,2022-05-01,164069,0,3596,0,100205,0,60268,2,3391,74.0,2612795,54008,48378266
115,115,El Salvador,2022-05-01,162089,0,4128,0,150662,0,7299,8,24762,631.0,1950448,297960,6545998
116,116,Ghana,2022-05-01,161204,31,1445,0,159712,21,47,1,4997,45.0,2437331,75559,32257533
117,117,Namibia,2022-05-01,158811,78,4025,0,153662,0,1124,0,60501,1533.0,1007690,383889,2624953
118,118,Martinique,2022-05-01,153253,0,926,0,104,0,152223,8,408966,2471.0,828928,2212050,374733
119,119,Trinidad and Tobago,2022-05-01,148335,468,3831,2,135209,0,9295,18,105369,2721.0,704554,500476,1407768
120,120,Brunei ,2022-05-01,141911,61,218,0,141022,130,671,0,318807,490.0,717784,1612519,445132
121,121,Guadeloupe,2022-05-01,140130,0,854,0,2250,0,137026,19,350107,2134.0,938039,2343639,400249
122,122,Cambodia,2022-05-01,136252,1,3056,0,133095,22,101,0,7949,178.0,2952645,172250,17141647
123,123,Taiwan,2022-05-01,132950,17080,868,3,27138,1163,104944,0,5564,36.0,14823815,620359,23895529
124,124,Jamaica,2022-05-01,129978,0,2962,0,83358,0,43658,0,43547,992.0,996159,333746,2984780
125,125,Rwanda,2022-05-01,129810,4,1459,0,45522,0,82829,0,9588,108.0,5275615,389675,13538517
126,126,Cameroon,2022-05-01,119780,0,1927,0,117791,0,62,13,4316,69.0,1751774,63121,27752511
127,127,Angola,2022-05-01,99194,0,1900,0,97149,0,145,0,2856,55.0,1499795,43181,34732793
128,128,Malta,2022-05-01,91861,120,698,0,87343,224,3820,4,207038,1573.0,1884723,4247828,443691
129,129,DRC,2022-05-01,87023,0,1337,0,50930,0,34756,0,921,14.0,846704,8957,94532588
130,130,Senegal,2022-05-01,85997,0,1966,0,84015,0,16,0,4900,112.0,1069522,60943,17549622
131,131,Malawi,2022-05-01,85781,0,2634,0,82066,0,1081,67,4282,131.0,574677,28687,20032595
132,132,Ivory Coast,2022-05-01,81957,27,799,0,81112,15,46,0,2973,29.0,1501863,54472,27571076
133,133,French Guiana,2022-05-01,80859,0,395,0,11254,0,69210,2,258485,1263.0,627211,2005028,312819
134,134,Suriname,2022-05-01,79336,0,1328,0,49401,0,28607,0,133062,2227.0,235950,395733,596235
135,135,Channel Islands,2022-05-01,74383,0,169,0,73224,0,990,0,420740,956.0,1252808,7086379,176791
136,136,French Polynesia,2022-05-01,72720,0,648,0,0,0,0,7,256169,2283.0,0,0,283875
137,137,Eswatini,2022-05-01,70657,14,1397,0,68906,46,354,11,59772,1182.0,1015536,859088,1182109
138,138,Barbados,2022-05-01,70449,369,395,1,66662,1099,3392,0,244599,1371.0,650288,2257803,288018
139,139,Fiji,2022-05-01,64634,0,862,0,62763,0,1009,0,71158,949.0,507722,558973,908313
140,140,Madagascar,2022-05-01,64152,0,1391,0,59370,0,3391,14,2213,48.0,422372,14569,28990923
141,141,Guyana,2022-05-01,63482,9,1228,0,62143,0,111,1,80004,1548.0,597749,753320,793486
142,142,Sudan,2022-05-01,62117,0,4931,0,0,0,0,0,1359,108.0,562941,12313,45718917
143,143,New Caledonia,2022-05-01,60517,0,312,0,60102,0,103,9,208312,1074.0,98964,340654,290512
144,144,Bhutan,2022-05-01,59219,56,21,0,57889,141,1309,1,75234,27.0,2299415,2921265,787130
145,145,Mauritania,2022-05-01,58688,0,982,0,57695,0,11,0,12044,202.0,804074,165012,4872825
146,146,Belize,2022-05-01,57497,0,676,0,56604,0,217,6,139959,1646.0,539513,1313284,410812
147,147,Cabo Verde,2022-05-01,56025,3,401,0,55555,2,69,23,98806,707.0,400982,707176,567019
148,148,Syria,2022-05-01,55813,0,3150,0,52159,0,504,0,3054,172.0,146269,8003,18276998
149,149,Gabon,2022-05-01,47602,0,304,0,47285,0,13,0,20504,131.0,1593622,686421,2321641
150,150,Papua New Guinea,2022-05-01,43800,0,649,0,43100,0,51,7,4732,70.0,249149,26916,9256576
151,151,Seychelles,2022-05-01,42474,0,166,0,41727,0,581,0,427050,1669.0,0,0,99459
152,152,Curaçao,2022-05-01,42241,0,274,0,41612,0,355,3,255512,1657.0,496693,3004452,165319
153,153,Andorra,2022-05-01,41349,0,153,0,40689,0,507,14,533597,1974.0,249838,3224091,77491
154,154,Burundi,2022-05-01,39998,0,38,0,773,0,39187,0,3190,3.0,345742,27577,12537365
155,155,Mauritius,2022-05-01,37642,0,990,0,35895,0,757,0,29509,776.0,358675,281176,1275624
156,156,Mayotte,2022-05-01,37363,0,187,0,2964,0,34212,0,131174,657.0,176919,621128,284835
157,157,Togo,2022-05-01,36989,4,273,0,36688,0,28,0,4285,32.0,730726,84643,8633056
158,158,Guinea,2022-05-01,36459,0,440,0,35976,0,43,8,2645,32.0,660107,47892,13783232
159,159,Aruba,2022-05-01,34846,0,212,0,34516,0,118,3,323866,1970.0,177885,1653299,107594
160,160,Faeroe Islands,2022-05-01,34658,0,28,0,7693,0,26937,5,704402,569.0,778000,15812365,49202
161,161,Tanzania,2022-05-01,33872,0,803,0,0,0,0,7,539,13.0,0,0,62840781
162,162,Bahamas,2022-05-01,33578,20,798,0,32363,8,417,0,83922,1994.0,229817,574386,400109
163,163,Lesotho,2022-05-01,32910,0,697,0,24155,0,8058,0,15143,321.0,431221,198420,2173275
164,164,Mali,2022-05-01,30843,10,732,0,29896,3,215,0,1447,34.0,666874,31285,21315811
165,165,Haiti,2022-05-01,30690,0,835,0,29520,0,335,0,2633,72.0,132422,11360,11656465
166,166,Isle of Man,2022-05-01,28416,0,87,0,26794,0,1535,0,330977,1013.0,150753,1755902,85855
167,167,Benin,2022-05-01,26952,0,163,0,25506,0,1283,5,2122,13.0,604310,47572,12703024
168,168,Somalia,2022-05-01,26485,0,1350,0,13182,0,11953,0,1586,81.0,400466,23976,16702834
169,169,Congo,2022-05-01,24079,0,385,0,20178,0,3516,0,4176,67.0,347815,60321,5766111
170,170,Saint Lucia,2022-05-01,23394,0,368,0,22815,0,211,0,126345,1987.0,143281,773823,185160
171,171,Timor-Leste,2022-05-01,22871,4,130,0,22723,0,18,0,16764,95.0,262824,192642,1364310
172,172,Cayman Islands,2022-05-01,22223,0,27,0,8553,0,13643,1,331034,402.0,222773,3318432,67132
173,173,Burkina Faso,2022-05-01,20853,0,382,0,20439,0,32,0,950,17.0,248995,11344,21949861
174,174,Nicaragua,2022-05-01,18491,0,225,0,4225,0,14041,0,2732,33.0,0,0,6768539
175,175,Gibraltar,2022-05-01,17837,0,102,0,16579,0,1156,0,529712,3029.0,534283,15866807,33673
176,176,South Sudan,2022-05-01,17461,0,138,0,13514,0,3809,1,1527,12.0,381528,33369,11433476
177,178,Liechtenstein,2022-05-01,17185,0,84,0,16972,0,129,1,448367,2192.0,102174,2665780,38328
178,179,San Marino,2022-05-01,16437,0,115,0,15960,0,362,4,482575,3376.0,149271,4382461,34061
179,180,Equatorial Guinea,2022-05-01,15907,0,183,0,15698,0,26,5,10696,123.0,310972,209109,1487132
180,181,Solomon Islands,2022-05-01,15677,891,141,0,14109,802,1427,2,21845,196.0,5117,7130,717643
181,182,Djibouti,2022-05-01,15631,20,189,0,15427,16,15,0,15411,186.0,305941,301644,1014246
182,183,Grenada,2022-05-01,14743,114,220,0,14111,82,412,4,129922,1939.0,150740,1328387,113476
183,184,CAR,2022-05-01,14649,0,113,0,6859,0,7677,2,2940,23.0,81294,16314,4983150
184,185,Bermuda,2022-05-01,13488,0,131,0,12981,0,376,0,218048,2118.0,876273,14165880,61858
185,186,Dominica,2022-05-01,12161,0,63,0,12025,0,73,0,168172,871.0,191084,2642457,72313
186,187,Gambia,2022-05-01,11995,0,365,0,11591,0,39,0,4721,144.0,155686,61278,2540633
187,188,Greenland,2022-05-01,11971,0,21,0,2761,0,9189,4,210202,369.0,164926,2895979,56950
188,189,Yemen,2022-05-01,11818,0,2149,0,9009,0,660,23,381,69.0,265253,8549,31025628
189,190,Monaco,2022-05-01,11771,1,54,0,11616,43,101,4,296126,1358.0,54960,1382642,39750
190,191,Saint Martin,2022-05-01,10462,0,63,0,1399,0,9000,7,262403,1580.0,112382,2818711,39870
191,192,Tonga,2022-05-01,10196,0,11,0,8923,0,1262,0,94510,102.0,454376,4211748,107883
192,193,Sint Maarten,2022-05-01,10036,0,86,0,9878,0,72,10,229316,1965.0,62056,1417937,43765
193,195,Caribbean Netherlands,2022-05-01,9729,0,34,0,9619,0,76,0,364819,1275.0,30126,1129669,26668
194,196,Samoa,2022-05-01,9592,0,19,0,1605,0,7968,4,47763,95.0,65949,328394,200823
195,197,Niger,2022-05-01,8941,0,309,0,8524,0,108,1,346,12.0,250347,9701,25806158
196,198,Guinea-Bissau,2022-05-01,8202,0,171,0,7528,0,503,6,3995,83.0,134285,65411,2052942
197,199,Comoros,2022-05-01,8100,0,160,0,7933,0,7,0,8966,177.0,0,0,903432
198,200,Sierra Leone,2022-05-01,7681,0,125,0,0,0,0,0,928,15.0,259958,31421,8273255
199,201,Antigua and Barbuda,2022-05-01,7626,0,136,0,7443,0,47,1,76713,1368.0,18901,190132,99410
200,202,Vanuatu,2022-05-01,7507,27,13,0,6768,42,726,4,23441,41.0,24976,77989,320252
201,203,Liberia,2022-05-01,7434,0,294,0,5747,0,1393,2,1409,56.0,139824,26508,5274765
202,204,Chad,2022-05-01,7411,0,193,0,4874,0,2344,0,429,11.0,191341,11069,17286451
203,205,St. Vincent Grenadines,2022-05-01,6786,0,106,0,6641,0,39,0,60815,950.0,98941,886695,111584
204,206,British Virgin Islands,2022-05-01,6355,0,62,0,0,0,0,1,207687,2026.0,103049,3367724,30599
205,207,Turks and Caicos,2022-05-01,5963,0,36,0,5862,0,65,4,150300,907.0,488787,12320084,39674
206,208,Sao Tome and Principe,2022-05-01,5957,0,73,0,5880,0,4,0,26290,322.0,29036,128142,226592
207,209,Saint Kitts and Nevis,2022-05-01,5566,4,43,0,5519,1,4,0,103292,798.0,65141,1208867,53886
208,210,Cook Islands,2022-05-01,5070,39,1,0,4788,55,281,0,288183,57.0,16607,943955,17593
209,211,Palau,2022-05-01,4610,0,6,0,3984,0,620,1,252575,329.0,46016,2521148,18252
210,212,St. Barth,2022-05-01,4544,0,6,0,0,0,0,0,457511,604.0,78646,7918445,9932
211,213,Kiribati,2022-05-01,3084,2,13,0,2601,0,470,3,25115,106.0,0,0,122797
212,214,Anguilla,2022-05-01,2788,0,9,0,2766,0,13,4,182844,590.0,51382,3369753,15248
213,215,Saint Pierre Miquelon,2022-05-01,2701,0,1,0,2449,0,251,1,470394,174.0,23446,4083246,5742
214,217,Wallis and Futuna,2022-05-01,454,0,7,0,438,0,9,0,41728,643.0,20508,1884926,10880
215,218,Montserrat,2022-05-01,273,32,2,0,181,5,90,0,54622,400.0,10135,2027811,4998
216,219,Falkland Islands,2022-05-01,128,0,0,0,0,0,0,0,34925,0.0,8632,2355252,3665
217,222,Marshall Islands,2022-05-01,17,0,0,0,14,0,3,0,284,0.0,0,0,59920
218,225,Niue,2022-05-01,9,0,0,0,7,0,2,0,5468,0.0,0,0,1646
219,226,Micronesia,2022-05-01,7,0,0,0,1,0,6,0,60,0.0,0,0,117226
220,227,Nauru,2022-05-01,5,0,0,0,3,0,2,0,457,0.0,0,0,10948
